week_start,week_end,year,week_of_year,bank_holidays_in_week,has_bank_holiday,is_new_year_fitness,is_back_to_school,is_exam_season,is_q4_holiday_electronics,weeks_to_new_year_start,weeks_to_bts_start,weeks_to_exam_start,weeks_to_q4_start
22/02/2010,28/02/2010,2010,8,0,0,0,0,0,0,-8,24,9,36
01/03/2010,07/03/2010,2010,9,0,0,0,0,0,0,-9,23,8,35
08/03/2010,14/03/2010,2010,10,0,0,0,0,0,0,-10,22,7,34
15/03/2010,21/03/2010,2010,11,0,0,0,0,0,0,-11,21,6,33
22/03/2010,28/03/2010,2010,12,0,0,0,0,0,0,-12,20,5,32
29/03/2010,04/04/2010,2010,13,1,1,0,0,0,0,-13,19,4,31
05/04/2010,11/04/2010,2010,14,1,1,0,0,0,0,-14,18,3,30
12/04/2010,18/04/2010,2010,15,0,0,0,0,0,0,-15,17,2,29
19/04/2010,25/04/2010,2010,16,0,0,0,0,0,0,-16,16,1,28
26/04/2010,02/05/2010,2010,17,0,0,0,0,1,0,-17,15,0,27
03/05/2010,09/05/2010,2010,18,1,1,0,0,1,0,-18,14,-1,26
10/05/2010,16/05/2010,2010,19,0,0,0,0,1,0,-19,13,-2,25
17/05/2010,23/05/2010,2010,20,0,0,0,0,1,0,-20,12,-3,24
24/05/2010,30/05/2010,2010,21,1,1,0,0,1,0,-21,11,-4,23
31/05/2010,06/06/2010,2010,22,0,0,0,0,1,0,-22,10,-5,22
07/06/2010,13/06/2010,2010,23,0,0,0,0,1,0,-23,9,-6,21
14/06/2010,20/06/2010,2010,24,0,0,0,0,1,0,-24,8,-7,20
21/06/2010,27/06/2010,2010,25,0,0,0,0,1,0,-25,7,-8,19
28/06/2010,04/07/2010,2010,26,0,0,0,0,1,0,-26,6,-9,18
05/07/2010,11/07/2010,2010,27,0,0,0,0,0,0,-27,5,-10,17
12/07/2010,18/07/2010,2010,28,0,0,0,0,0,0,-28,4,-11,16
19/07/2010,25/07/2010,2010,29,0,0,0,0,0,0,-29,3,-12,15
26/07/2010,01/08/2010,2010,30,0,0,0,0,0,0,-30,2,-13,14
02/08/2010,08/08/2010,2010,31,0,0,0,0,0,0,-31,1,-14,13
09/08/2010,15/08/2010,2010,32,0,0,0,1,0,0,-32,0,-15,12
16/08/2010,22/08/2010,2010,33,0,0,0,1,0,0,-33,-1,-16,11
23/08/2010,29/08/2010,2010,34,0,0,0,1,0,0,-34,-2,-17,10
30/08/2010,05/09/2010,2010,35,1,1,0,1,0,0,-35,-3,-18,9
06/09/2010,12/09/2010,2010,36,0,0,0,1,0,0,-36,-4,-19,8
13/09/2010,19/09/2010,2010,37,0,0,0,1,0,0,-37,-5,-20,7
20/09/2010,26/09/2010,2010,38,0,0,0,1,0,0,-38,-6,-21,6
27/09/2010,03/10/2010,2010,39,0,0,0,1,0,0,-39,-7,-22,5
04/10/2010,10/10/2010,2010,40,0,0,0,0,0,0,-40,-8,-23,4
11/10/2010,17/10/2010,2010,41,0,0,0,0,0,0,-41,-9,-24,3
18/10/2010,24/10/2010,2010,42,0,0,0,0,0,0,-42,-10,-25,2
25/10/2010,31/10/2010,2010,43,0,0,0,0,0,0,-43,-11,-26,1
01/11/2010,07/11/2010,2010,44,0,0,0,0,0,1,-44,-12,-27,0
08/11/2010,14/11/2010,2010,45,0,0,0,0,0,1,-45,-13,-28,-1
15/11/2010,21/11/2010,2010,46,0,0,0,0,0,1,-46,-14,-29,-2
22/11/2010,28/11/2010,2010,47,0,0,0,0,0,1,-47,-15,-30,-3
29/11/2010,05/12/2010,2010,48,0,0,0,0,0,1,-48,-16,-31,-4
06/12/2010,12/12/2010,2010,49,0,0,0,0,0,1,-49,-17,-32,-5
13/12/2010,19/12/2010,2010,50,0,0,0,0,0,1,-50,-18,-33,-6
20/12/2010,26/12/2010,2010,51,2,1,0,0,0,1,-51,-19,-34,-7
27/12/2010,02/01/2011,2010,52,1,1,0,0,0,1,-52,-20,-35,-8
03/01/2011,09/01/2011,2011,1,0,0,1,0,0,0,-1,32,16,43
10/01/2011,16/01/2011,2011,2,0,0,1,0,0,0,-2,31,15,42
17/01/2011,23/01/2011,2011,3,0,0,1,0,0,0,-3,30,14,41
24/01/2011,30/01/2011,2011,4,0,0,1,0,0,0,-4,29,13,40
31/01/2011,06/02/2011,2011,5,0,0,1,0,0,0,-5,28,12,39
07/02/2011,13/02/2011,2011,6,0,0,0,0,0,0,-6,27,11,38
14/02/2011,20/02/2011,2011,7,0,0,0,0,0,0,-7,26,10,37
21/02/2011,27/02/2011,2011,8,0,0,0,0,0,0,-8,25,9,36
28/02/2011,06/03/2011,2011,9,0,0,0,0,0,0,-9,24,8,35
07/03/2011,13/03/2011,2011,10,0,0,0,0,0,0,-10,23,7,34
14/03/2011,20/03/2011,2011,11,0,0,0,0,0,0,-11,22,6,33
21/03/2011,27/03/2011,2011,12,0,0,0,0,0,0,-12,21,5,32
28/03/2011,03/04/2011,2011,13,0,0,0,0,0,0,-13,20,4,31
04/04/2011,10/04/2011,2011,14,0,0,0,0,0,0,-14,19,3,30
11/04/2011,17/04/2011,2011,15,0,0,0,0,0,0,-15,18,2,29
18/04/2011,24/04/2011,2011,16,1,1,0,0,0,0,-16,17,1,28
25/04/2011,01/05/2011,2011,17,1,1,0,0,1,0,-17,16,0,27
02/05/2011,08/05/2011,2011,18,1,1,0,0,1,0,-18,15,-1,26
09/05/2011,15/05/2011,2011,19,0,0,0,0,1,0,-19,14,-2,25
16/05/2011,22/05/2011,2011,20,0,0,0,0,1,0,-20,13,-3,24
23/05/2011,29/05/2011,2011,21,0,0,0,0,1,0,-21,12,-4,23
30/05/2011,05/06/2011,2011,22,1,1,0,0,1,0,-22,11,-5,22
06/06/2011,12/06/2011,2011,23,0,0,0,0,1,0,-23,10,-6,21
13/06/2011,19/06/2011,2011,24,0,0,0,0,1,0,-24,9,-7,20
20/06/2011,26/06/2011,2011,25,0,0,0,0,1,0,-25,8,-8,19
27/06/2011,03/07/2011,2011,26,0,0,0,0,1,0,-26,7,-9,18
04/07/2011,10/07/2011,2011,27,0,0,0,0,0,0,-27,6,-10,17
11/07/2011,17/07/2011,2011,28,0,0,0,0,0,0,-28,5,-11,16
18/07/2011,24/07/2011,2011,29,0,0,0,0,0,0,-29,4,-12,15
25/07/2011,31/07/2011,2011,30,0,0,0,0,0,0,-30,3,-13,14
01/08/2011,07/08/2011,2011,31,0,0,0,0,0,0,-31,2,-14,13
08/08/2011,14/08/2011,2011,32,0,0,0,0,0,0,-32,1,-15,12
15/08/2011,21/08/2011,2011,33,0,0,0,1,0,0,-33,0,-16,11
22/08/2011,28/08/2011,2011,34,0,0,0,1,0,0,-34,-1,-17,10
29/08/2011,04/09/2011,2011,35,1,1,0,1,0,0,-35,-2,-18,9
05/09/2011,11/09/2011,2011,36,0,0,0,1,0,0,-36,-3,-19,8
12/09/2011,18/09/2011,2011,37,0,0,0,1,0,0,-37,-4,-20,7
19/09/2011,25/09/2011,2011,38,0,0,0,1,0,0,-38,-5,-21,6
26/09/2011,02/10/2011,2011,39,0,0,0,1,0,0,-39,-6,-22,5
03/10/2011,09/10/2011,2011,40,0,0,0,0,0,0,-40,-7,-23,4
10/10/2011,16/10/2011,2011,41,0,0,0,0,0,0,-41,-8,-24,3
17/10/2011,23/10/2011,2011,42,0,0,0,0,0,0,-42,-9,-25,2
24/10/2011,30/10/2011,2011,43,0,0,0,0,0,0,-43,-10,-26,1
31/10/2011,06/11/2011,2011,44,0,0,0,0,0,1,-44,-11,-27,0
07/11/2011,13/11/2011,2011,45,0,0,0,0,0,1,-45,-12,-28,-1
14/11/2011,20/11/2011,2011,46,0,0,0,0,0,1,-46,-13,-29,-2
21/11/2011,27/11/2011,2011,47,0,0,0,0,0,1,-47,-14,-30,-3
28/11/2011,04/12/2011,2011,48,0,0,0,0,0,1,-48,-15,-31,-4
05/12/2011,11/12/2011,2011,49,0,0,0,0,0,1,-49,-16,-32,-5
12/12/2011,18/12/2011,2011,50,0,0,0,0,0,1,-50,-17,-33,-6
19/12/2011,25/12/2011,2011,51,1,1,0,0,0,1,-51,-18,-34,-7
26/12/2011,01/01/2012,2011,52,2,1,0,0,0,1,-52,-19,-35,-8
02/01/2012,08/01/2012,2012,1,0,0,1,0,0,0,-1,32,17,43
09/01/2012,15/01/2012,2012,2,0,0,1,0,0,0,-2,31,16,42
16/01/2012,22/01/2012,2012,3,0,0,1,0,0,0,-3,30,15,41
23/01/2012,29/01/2012,2012,4,0,0,1,0,0,0,-4,29,14,40
30/01/2012,05/02/2012,2012,5,0,0,1,0,0,0,-5,28,13,39
06/02/2012,12/02/2012,2012,6,0,0,0,0,0,0,-6,27,12,38
13/02/2012,19/02/2012,2012,7,0,0,0,0,0,0,-7,26,11,37
20/02/2012,26/02/2012,2012,8,0,0,0,0,0,0,-8,25,10,36
27/02/2012,04/03/2012,2012,9,0,0,0,0,0,0,-9,24,9,35
05/03/2012,11/03/2012,2012,10,0,0,0,0,0,0,-10,23,8,34
12/03/2012,18/03/2012,2012,11,0,0,0,0,0,0,-11,22,7,33
19/03/2012,25/03/2012,2012,12,0,0,0,0,0,0,-12,21,6,32
26/03/2012,01/04/2012,2012,13,0,0,0,0,0,0,-13,20,5,31
02/04/2012,08/04/2012,2012,14,1,1,0,0,0,0,-14,19,4,30
09/04/2012,15/04/2012,2012,15,1,1,0,0,0,0,-15,18,3,29
16/04/2012,22/04/2012,2012,16,0,0,0,0,0,0,-16,17,2,28
23/04/2012,29/04/2012,2012,17,0,0,0,0,0,0,-17,16,1,27
30/04/2012,06/05/2012,2012,18,0,0,0,0,1,0,-18,15,0,26
07/05/2012,13/05/2012,2012,19,1,1,0,0,1,0,-19,14,-1,25
14/05/2012,20/05/2012,2012,20,0,0,0,0,1,0,-20,13,-2,24
21/05/2012,27/05/2012,2012,21,0,0,0,0,1,0,-21,12,-3,23
28/05/2012,03/06/2012,2012,22,1,1,0,0,1,0,-22,11,-4,22
04/06/2012,10/06/2012,2012,23,0,0,0,0,1,0,-23,10,-5,21
11/06/2012,17/06/2012,2012,24,0,0,0,0,1,0,-24,9,-6,20
18/06/2012,24/06/2012,2012,25,0,0,0,0,1,0,-25,8,-7,19
25/06/2012,01/07/2012,2012,26,0,0,0,0,1,0,-26,7,-8,18
02/07/2012,08/07/2012,2012,27,0,0,0,0,0,0,-27,6,-9,17
09/07/2012,15/07/2012,2012,28,0,0,0,0,0,0,-28,5,-10,16
16/07/2012,22/07/2012,2012,29,0,0,0,0,0,0,-29,4,-11,15
23/07/2012,29/07/2012,2012,30,0,0,0,0,0,0,-30,3,-12,14
30/07/2012,05/08/2012,2012,31,0,0,0,0,0,0,-31,2,-13,13
06/08/2012,12/08/2012,2012,32,0,0,0,0,0,0,-32,1,-14,12
13/08/2012,19/08/2012,2012,33,0,0,0,1,0,0,-33,0,-15,11
20/08/2012,26/08/2012,2012,34,0,0,0,1,0,0,-34,-1,-16,10
27/08/2012,02/09/2012,2012,35,1,1,0,1,0,0,-35,-2,-17,9
03/09/2012,09/09/2012,2012,36,0,0,0,1,0,0,-36,-3,-18,8
10/09/2012,16/09/2012,2012,37,0,0,0,1,0,0,-37,-4,-19,7
17/09/2012,23/09/2012,2012,38,0,0,0,1,0,0,-38,-5,-20,6
24/09/2012,30/09/2012,2012,39,0,0,0,1,0,0,-39,-6,-21,5
01/10/2012,07/10/2012,2012,40,0,0,0,0,0,0,-40,-7,-22,4
08/10/2012,14/10/2012,2012,41,0,0,0,0,0,0,-41,-8,-23,3
15/10/2012,21/10/2012,2012,42,0,0,0,0,0,0,-42,-9,-24,2
22/10/2012,28/10/2012,2012,43,0,0,0,0,0,0,-43,-10,-25,1
29/10/2012,04/11/2012,2012,44,0,0,0,0,0,1,-44,-11,-26,0
05/11/2012,11/11/2012,2012,45,0,0,0,0,0,1,-45,-12,-27,-1
12/11/2012,18/11/2012,2012,46,0,0,0,0,0,1,-46,-13,-28,-2
19/11/2012,25/11/2012,2012,47,0,0,0,0,0,1,-47,-14,-29,-3
26/11/2012,02/12/2012,2012,48,0,0,0,0,0,1,-48,-15,-30,-4
03/12/2012,09/12/2012,2012,49,0,0,0,0,0,1,-49,-16,-31,-5
10/12/2012,16/12/2012,2012,50,0,0,0,0,0,1,-50,-17,-32,-6
17/12/2012,23/12/2012,2012,51,0,0,0,0,0,1,-51,-18,-33,-7
24/12/2012,30/12/2012,2012,52,2,1,0,0,0,1,-52,-19,-34,-8
31/12/2012,06/01/2013,2012,1,1,1,0,0,0,1,-53,-20,-35,-9
07/01/2013,13/01/2013,2013,2,0,0,1,0,0,0,-1,31,16,42
14/01/2013,20/01/2013,2013,3,0,0,1,0,0,0,-2,30,15,41
21/01/2013,27/01/2013,2013,4,0,0,1,0,0,0,-3,29,14,40
28/01/2013,03/02/2013,2013,5,0,0,1,0,0,0,-4,28,13,39
04/02/2013,10/02/2013,2013,6,0,0,0,0,0,0,-5,27,12,38
11/02/2013,17/02/2013,2013,7,0,0,0,0,0,0,-6,26,11,37
18/02/2013,24/02/2013,2013,8,0,0,0,0,0,0,-7,25,10,36
25/02/2013,03/03/2013,2013,9,0,0,0,0,0,0,-8,24,9,35
04/03/2013,10/03/2013,2013,10,0,0,0,0,0,0,-9,23,8,34
11/03/2013,17/03/2013,2013,11,0,0,0,0,0,0,-10,22,7,33
18/03/2013,24/03/2013,2013,12,0,0,0,0,0,0,-11,21,6,32
25/03/2013,31/03/2013,2013,13,1,1,0,0,0,0,-12,20,5,31
01/04/2013,07/04/2013,2013,14,1,1,0,0,0,0,-13,19,4,30
08/04/2013,14/04/2013,2013,15,0,0,0,0,0,0,-14,18,3,29
15/04/2013,21/04/2013,2013,16,0,0,0,0,0,0,-15,17,2,28
22/04/2013,28/04/2013,2013,17,0,0,0,0,0,0,-16,16,1,27
29/04/2013,05/05/2013,2013,18,0,0,0,0,1,0,-17,15,0,26
06/05/2013,12/05/2013,2013,19,1,1,0,0,1,0,-18,14,-1,25
13/05/2013,19/05/2013,2013,20,0,0,0,0,1,0,-19,13,-2,24
20/05/2013,26/05/2013,2013,21,0,0,0,0,1,0,-20,12,-3,23
27/05/2013,02/06/2013,2013,22,1,1,0,0,1,0,-21,11,-4,22
03/06/2013,09/06/2013,2013,23,0,0,0,0,1,0,-22,10,-5,21
10/06/2013,16/06/2013,2013,24,0,0,0,0,1,0,-23,9,-6,20
17/06/2013,23/06/2013,2013,25,0,0,0,0,1,0,-24,8,-7,19
24/06/2013,30/06/2013,2013,26,0,0,0,0,1,0,-25,7,-8,18
01/07/2013,07/07/2013,2013,27,0,0,0,0,0,0,-26,6,-9,17
08/07/2013,14/07/2013,2013,28,0,0,0,0,0,0,-27,5,-10,16
15/07/2013,21/07/2013,2013,29,0,0,0,0,0,0,-28,4,-11,15
22/07/2013,28/07/2013,2013,30,0,0,0,0,0,0,-29,3,-12,14
29/07/2013,04/08/2013,2013,31,0,0,0,0,0,0,-30,2,-13,13
05/08/2013,11/08/2013,2013,32,0,0,0,0,0,0,-31,1,-14,12
12/08/2013,18/08/2013,2013,33,0,0,0,1,0,0,-32,0,-15,11
19/08/2013,25/08/2013,2013,34,0,0,0,1,0,0,-33,-1,-16,10
26/08/2013,01/09/2013,2013,35,1,1,0,1,0,0,-34,-2,-17,9
02/09/2013,08/09/2013,2013,36,0,0,0,1,0,0,-35,-3,-18,8
09/09/2013,15/09/2013,2013,37,0,0,0,1,0,0,-36,-4,-19,7
16/09/2013,22/09/2013,2013,38,0,0,0,1,0,0,-37,-5,-20,6
23/09/2013,29/09/2013,2013,39,0,0,0,1,0,0,-38,-6,-21,5
30/09/2013,06/10/2013,2013,40,0,0,0,1,0,0,-39,-7,-22,4
07/10/2013,13/10/2013,2013,41,0,0,0,0,0,0,-40,-8,-23,3
14/10/2013,20/10/2013,2013,42,0,0,0,0,0,0,-41,-9,-24,2
21/10/2013,27/10/2013,2013,43,0,0,0,0,0,0,-42,-10,-25,1
28/10/2013,03/11/2013,2013,44,0,0,0,0,0,1,-43,-11,-26,0
04/11/2013,10/11/2013,2013,45,0,0,0,0,0,1,-44,-12,-27,-1
11/11/2013,17/11/2013,2013,46,0,0,0,0,0,1,-45,-13,-28,-2
18/11/2013,24/11/2013,2013,47,0,0,0,0,0,1,-46,-14,-29,-3
25/11/2013,01/12/2013,2013,48,0,0,0,0,0,1,-47,-15,-30,-4
02/12/2013,08/12/2013,2013,49,0,0,0,0,0,1,-48,-16,-31,-5
09/12/2013,15/12/2013,2013,50,0,0,0,0,0,1,-49,-17,-32,-6
16/12/2013,22/12/2013,2013,51,0,0,0,0,0,1,-50,-18,-33,-7
23/12/2013,29/12/2013,2013,52,2,1,0,0,0,1,-51,-19,-34,-8
30/12/2013,05/01/2014,2013,1,1,1,0,0,0,1,-52,-20,-35,-9
06/01/2014,12/01/2014,2014,2,0,0,1,0,0,0,-1,31,16,42
13/01/2014,19/01/2014,2014,3,0,0,1,0,0,0,-2,30,15,41
20/01/2014,26/01/2014,2014,4,0,0,1,0,0,0,-3,29,14,40
27/01/2014,02/02/2014,2014,5,0,0,1,0,0,0,-4,28,13,39
03/02/2014,09/02/2014,2014,6,0,0,0,0,0,0,-5,27,12,38
10/02/2014,16/02/2014,2014,7,0,0,0,0,0,0,-6,26,11,37
17/02/2014,23/02/2014,2014,8,0,0,0,0,0,0,-7,25,10,36
24/02/2014,02/03/2014,2014,9,0,0,0,0,0,0,-8,24,9,35
03/03/2014,09/03/2014,2014,10,0,0,0,0,0,0,-9,23,8,34
10/03/2014,16/03/2014,2014,11,0,0,0,0,0,0,-10,22,7,33
17/03/2014,23/03/2014,2014,12,0,0,0,0,0,0,-11,21,6,32
24/03/2014,30/03/2014,2014,13,0,0,0,0,0,0,-12,20,5,31
31/03/2014,06/04/2014,2014,14,0,0,0,0,0,0,-13,19,4,30
07/04/2014,13/04/2014,2014,15,0,0,0,0,0,0,-14,18,3,29
14/04/2014,20/04/2014,2014,16,1,1,0,0,0,0,-15,17,2,28
21/04/2014,27/04/2014,2014,17,1,1,0,0,0,0,-16,16,1,27
28/04/2014,04/05/2014,2014,18,0,0,0,0,1,0,-17,15,0,26
05/05/2014,11/05/2014,2014,19,1,1,0,0,1,0,-18,14,-1,25
12/05/2014,18/05/2014,2014,20,0,0,0,0,1,0,-19,13,-2,24
19/05/2014,25/05/2014,2014,21,0,0,0,0,1,0,-20,12,-3,23
26/05/2014,01/06/2014,2014,22,1,1,0,0,1,0,-21,11,-4,22
02/06/2014,08/06/2014,2014,23,0,0,0,0,1,0,-22,10,-5,21
09/06/2014,15/06/2014,2014,24,0,0,0,0,1,0,-23,9,-6,20
16/06/2014,22/06/2014,2014,25,0,0,0,0,1,0,-24,8,-7,19
23/06/2014,29/06/2014,2014,26,0,0,0,0,1,0,-25,7,-8,18
30/06/2014,06/07/2014,2014,27,0,0,0,0,1,0,-26,6,-9,17
07/07/2014,13/07/2014,2014,28,0,0,0,0,0,0,-27,5,-10,16
14/07/2014,20/07/2014,2014,29,0,0,0,0,0,0,-28,4,-11,15
21/07/2014,27/07/2014,2014,30,0,0,0,0,0,0,-29,3,-12,14
28/07/2014,03/08/2014,2014,31,0,0,0,0,0,0,-30,2,-13,13
04/08/2014,10/08/2014,2014,32,0,0,0,0,0,0,-31,1,-14,12
11/08/2014,17/08/2014,2014,33,0,0,0,1,0,0,-32,0,-15,11
18/08/2014,24/08/2014,2014,34,0,0,0,1,0,0,-33,-1,-16,10
25/08/2014,31/08/2014,2014,35,1,1,0,1,0,0,-34,-2,-17,9
01/09/2014,07/09/2014,2014,36,0,0,0,1,0,0,-35,-3,-18,8
08/09/2014,14/09/2014,2014,37,0,0,0,1,0,0,-36,-4,-19,7
15/09/2014,21/09/2014,2014,38,0,0,0,1,0,0,-37,-5,-20,6
22/09/2014,28/09/2014,2014,39,0,0,0,1,0,0,-38,-6,-21,5
29/09/2014,05/10/2014,2014,40,0,0,0,1,0,0,-39,-7,-22,4
06/10/2014,12/10/2014,2014,41,0,0,0,0,0,0,-40,-8,-23,3
13/10/2014,19/10/2014,2014,42,0,0,0,0,0,0,-41,-9,-24,2
20/10/2014,26/10/2014,2014,43,0,0,0,0,0,0,-42,-10,-25,1
27/10/2014,02/11/2014,2014,44,0,0,0,0,0,1,-43,-11,-26,0
03/11/2014,09/11/2014,2014,45,0,0,0,0,0,1,-44,-12,-27,-1
10/11/2014,16/11/2014,2014,46,0,0,0,0,0,1,-45,-13,-28,-2
17/11/2014,23/11/2014,2014,47,0,0,0,0,0,1,-46,-14,-29,-3
24/11/2014,30/11/2014,2014,48,0,0,0,0,0,1,-47,-15,-30,-4
01/12/2014,07/12/2014,2014,49,0,0,0,0,0,1,-48,-16,-31,-5
08/12/2014,14/12/2014,2014,50,0,0,0,0,0,1,-49,-17,-32,-6
15/12/2014,21/12/2014,2014,51,0,0,0,0,0,1,-50,-18,-33,-7
22/12/2014,28/12/2014,2014,52,2,1,0,0,0,1,-51,-19,-34,-8
29/12/2014,04/01/2015,2014,1,1,1,0,0,0,1,-52,-20,-35,-9
05/01/2015,11/01/2015,2015,2,0,0,1,0,0,0,-1,31,16,42
12/01/2015,18/01/2015,2015,3,0,0,1,0,0,0,-2,30,15,41
19/01/2015,25/01/2015,2015,4,0,0,1,0,0,0,-3,29,14,40
26/01/2015,01/02/2015,2015,5,0,0,1,0,0,0,-4,28,13,39
02/02/2015,08/02/2015,2015,6,0,0,0,0,0,0,-5,27,12,38
09/02/2015,15/02/2015,2015,7,0,0,0,0,0,0,-6,26,11,37
16/02/2015,22/02/2015,2015,8,0,0,0,0,0,0,-7,25,10,36
23/02/2015,01/03/2015,2015,9,0,0,0,0,0,0,-8,24,9,35
02/03/2015,08/03/2015,2015,10,0,0,0,0,0,0,-9,23,8,34
09/03/2015,15/03/2015,2015,11,0,0,0,0,0,0,-10,22,7,33
16/03/2015,22/03/2015,2015,12,0,0,0,0,0,0,-11,21,6,32
23/03/2015,29/03/2015,2015,13,0,0,0,0,0,0,-12,20,5,31
30/03/2015,05/04/2015,2015,14,1,1,0,0,0,0,-13,19,4,30
06/04/2015,12/04/2015,2015,15,1,1,0,0,0,0,-14,18,3,29
13/04/2015,19/04/2015,2015,16,0,0,0,0,0,0,-15,17,2,28
20/04/2015,26/04/2015,2015,17,0,0,0,0,0,0,-16,16,1,27
27/04/2015,03/05/2015,2015,18,0,0,0,0,1,0,-17,15,0,26
04/05/2015,10/05/2015,2015,19,1,1,0,0,1,0,-18,14,-1,25
11/05/2015,17/05/2015,2015,20,0,0,0,0,1,0,-19,13,-2,24
18/05/2015,24/05/2015,2015,21,0,0,0,0,1,0,-20,12,-3,23
25/05/2015,31/05/2015,2015,22,1,1,0,0,1,0,-21,11,-4,22
01/06/2015,07/06/2015,2015,23,0,0,0,0,1,0,-22,10,-5,21
08/06/2015,14/06/2015,2015,24,0,0,0,0,1,0,-23,9,-6,20
15/06/2015,21/06/2015,2015,25,0,0,0,0,1,0,-24,8,-7,19
22/06/2015,28/06/2015,2015,26,0,0,0,0,1,0,-25,7,-8,18
29/06/2015,05/07/2015,2015,27,0,0,0,0,1,0,-26,6,-9,17
06/07/2015,12/07/2015,2015,28,0,0,0,0,0,0,-27,5,-10,16
13/07/2015,19/07/2015,2015,29,0,0,0,0,0,0,-28,4,-11,15
20/07/2015,26/07/2015,2015,30,0,0,0,0,0,0,-29,3,-12,14
27/07/2015,02/08/2015,2015,31,0,0,0,0,0,0,-30,2,-13,13
03/08/2015,09/08/2015,2015,32,0,0,0,0,0,0,-31,1,-14,12
10/08/2015,16/08/2015,2015,33,0,0,0,1,0,0,-32,0,-15,11
17/08/2015,23/08/2015,2015,34,0,0,0,1,0,0,-33,-1,-16,10
24/08/2015,30/08/2015,2015,35,1,1,0,1,0,0,-34,-2,-17,9
31/08/2015,06/09/2015,2015,36,0,0,0,1,0,0,-35,-3,-18,8
07/09/2015,13/09/2015,2015,37,0,0,0,1,0,0,-36,-4,-19,7
14/09/2015,20/09/2015,2015,38,0,0,0,1,0,0,-37,-5,-20,6
21/09/2015,27/09/2015,2015,39,0,0,0,1,0,0,-38,-6,-21,5
28/09/2015,04/10/2015,2015,40,0,0,0,1,0,0,-39,-7,-22,4
05/10/2015,11/10/2015,2015,41,0,0,0,0,0,0,-40,-8,-23,3
12/10/2015,18/10/2015,2015,42,0,0,0,0,0,0,-41,-9,-24,2
19/10/2015,25/10/2015,2015,43,0,0,0,0,0,0,-42,-10,-25,1
26/10/2015,01/11/2015,2015,44,0,0,0,0,0,1,-43,-11,-26,0
02/11/2015,08/11/2015,2015,45,0,0,0,0,0,1,-44,-12,-27,-1
09/11/2015,15/11/2015,2015,46,0,0,0,0,0,1,-45,-13,-28,-2
16/11/2015,22/11/2015,2015,47,0,0,0,0,0,1,-46,-14,-29,-3
23/11/2015,29/11/2015,2015,48,0,0,0,0,0,1,-47,-15,-30,-4
30/11/2015,06/12/2015,2015,49,0,0,0,0,0,1,-48,-16,-31,-5
07/12/2015,13/12/2015,2015,50,0,0,0,0,0,1,-49,-17,-32,-6
14/12/2015,20/12/2015,2015,51,0,0,0,0,0,1,-50,-18,-33,-7
21/12/2015,27/12/2015,2015,52,2,1,0,0,0,1,-51,-19,-34,-8
28/12/2015,03/01/2016,2015,53,1,1,0,0,0,1,-52,-20,-35,-9
04/01/2016,10/01/2016,2016,1,0,0,1,0,0,0,-1,32,16,43
11/01/2016,17/01/2016,2016,2,0,0,1,0,0,0,-2,31,15,42
18/01/2016,24/01/2016,2016,3,0,0,1,0,0,0,-3,30,14,41
25/01/2016,31/01/2016,2016,4,0,0,1,0,0,0,-4,29,13,40
01/02/2016,07/02/2016,2016,5,0,0,0,0,0,0,-5,28,12,39
08/02/2016,14/02/2016,2016,6,0,0,0,0,0,0,-6,27,11,38
15/02/2016,21/02/2016,2016,7,0,0,0,0,0,0,-7,26,10,37
22/02/2016,28/02/2016,2016,8,0,0,0,0,0,0,-8,25,9,36
29/02/2016,06/03/2016,2016,9,0,0,0,0,0,0,-9,24,8,35
07/03/2016,13/03/2016,2016,10,0,0,0,0,0,0,-10,23,7,34
14/03/2016,20/03/2016,2016,11,0,0,0,0,0,0,-11,22,6,33
21/03/2016,27/03/2016,2016,12,1,1,0,0,0,0,-12,21,5,32
28/03/2016,03/04/2016,2016,13,1,1,0,0,0,0,-13,20,4,31
04/04/2016,10/04/2016,2016,14,0,0,0,0,0,0,-14,19,3,30
11/04/2016,17/04/2016,2016,15,0,0,0,0,0,0,-15,18,2,29
18/04/2016,24/04/2016,2016,16,0,0,0,0,0,0,-16,17,1,28
25/04/2016,01/05/2016,2016,17,0,0,0,0,1,0,-17,16,0,27
02/05/2016,08/05/2016,2016,18,1,1,0,0,1,0,-18,15,-1,26
09/05/2016,15/05/2016,2016,19,0,0,0,0,1,0,-19,14,-2,25
16/05/2016,22/05/2016,2016,20,0,0,0,0,1,0,-20,13,-3,24
23/05/2016,29/05/2016,2016,21,0,0,0,0,1,0,-21,12,-4,23
30/05/2016,05/06/2016,2016,22,1,1,0,0,1,0,-22,11,-5,22
06/06/2016,12/06/2016,2016,23,0,0,0,0,1,0,-23,10,-6,21
13/06/2016,19/06/2016,2016,24,0,0,0,0,1,0,-24,9,-7,20
20/06/2016,26/06/2016,2016,25,0,0,0,0,1,0,-25,8,-8,19
27/06/2016,03/07/2016,2016,26,0,0,0,0,1,0,-26,7,-9,18
04/07/2016,10/07/2016,2016,27,0,0,0,0,0,0,-27,6,-10,17
11/07/2016,17/07/2016,2016,28,0,0,0,0,0,0,-28,5,-11,16
18/07/2016,24/07/2016,2016,29,0,0,0,0,0,0,-29,4,-12,15
25/07/2016,31/07/2016,2016,30,0,0,0,0,0,0,-30,3,-13,14
01/08/2016,07/08/2016,2016,31,0,0,0,0,0,0,-31,2,-14,13
