week_start,week_end,year,week_of_year,bank_holidays_in_week,has_bank_holiday,is_new_year_fitness,is_back_to_school,is_exam_season,is_q4_holiday_electronics,weeks_to_new_year_start,weeks_to_bts_start,weeks_to_exam_start,weeks_to_q4_start
08/08/2016,14/08/2016,2016,32,0,0,0,0,0,0,-32,1,-15,12
15/08/2016,21/08/2016,2016,33,0,0,0,1,0,0,-33,0,-16,11
22/08/2016,28/08/2016,2016,34,0,0,0,1,0,0,-34,-1,-17,10
29/08/2016,04/09/2016,2016,35,1,1,0,1,0,0,-35,-2,-18,9
05/09/2016,11/09/2016,2016,36,0,0,0,1,0,0,-36,-3,-19,8
12/09/2016,18/09/2016,2016,37,0,0,0,1,0,0,-37,-4,-20,7
19/09/2016,25/09/2016,2016,38,0,0,0,1,0,0,-38,-5,-21,6
26/09/2016,02/10/2016,2016,39,0,0,0,1,0,0,-39,-6,-22,5
03/10/2016,09/10/2016,2016,40,0,0,0,0,0,0,-40,-7,-23,4
10/10/2016,16/10/2016,2016,41,0,0,0,0,0,0,-41,-8,-24,3
17/10/2016,23/10/2016,2016,42,0,0,0,0,0,0,-42,-9,-25,2
24/10/2016,30/10/2016,2016,43,0,0,0,0,0,0,-43,-10,-26,1
31/10/2016,06/11/2016,2016,44,0,0,0,0,0,1,-44,-11,-27,0
07/11/2016,13/11/2016,2016,45,0,0,0,0,0,1,-45,-12,-28,-1
14/11/2016,20/11/2016,2016,46,0,0,0,0,0,1,-46,-13,-29,-2
21/11/2016,27/11/2016,2016,47,0,0,0,0,0,1,-47,-14,-30,-3
28/11/2016,04/12/2016,2016,48,0,0,0,0,0,1,-48,-15,-31,-4
05/12/2016,11/12/2016,2016,49,0,0,0,0,0,1,-49,-16,-32,-5
12/12/2016,18/12/2016,2016,50,0,0,0,0,0,1,-50,-17,-33,-6
19/12/2016,25/12/2016,2016,51,1,1,0,0,0,1,-51,-18,-34,-7
26/12/2016,01/01/2017,2016,52,2,1,0,0,0,1,-52,-19,-35,-8
02/01/2017,08/01/2017,2017,1,0,0,1,0,0,0,-1,32,17,43
09/01/2017,15/01/2017,2017,2,0,0,1,0,0,0,-2,31,16,42
16/01/2017,22/01/2017,2017,3,0,0,1,0,0,0,-3,30,15,41
23/01/2017,29/01/2017,2017,4,0,0,1,0,0,0,-4,29,14,40
30/01/2017,05/02/2017,2017,5,0,0,1,0,0,0,-5,28,13,39
06/02/2017,12/02/2017,2017,6,0,0,0,0,0,0,-6,27,12,38
13/02/2017,19/02/2017,2017,7,0,0,0,0,0,0,-7,26,11,37
20/02/2017,26/02/2017,2017,8,0,0,0,0,0,0,-8,25,10,36
27/02/2017,05/03/2017,2017,9,0,0,0,0,0,0,-9,24,9,35
06/03/2017,12/03/2017,2017,10,0,0,0,0,0,0,-10,23,8,34
13/03/2017,19/03/2017,2017,11,0,0,0,0,0,0,-11,22,7,33
20/03/2017,26/03/2017,2017,12,0,0,0,0,0,0,-12,21,6,32
27/03/2017,02/04/2017,2017,13,0,0,0,0,0,0,-13,20,5,31
03/04/2017,09/04/2017,2017,14,0,0,0,0,0,0,-14,19,4,30
10/04/2017,16/04/2017,2017,15,1,1,0,0,0,0,-15,18,3,29
17/04/2017,23/04/2017,2017,16,1,1,0,0,0,0,-16,17,2,28
24/04/2017,30/04/2017,2017,17,0,0,0,0,0,0,-17,16,1,27
01/05/2017,07/05/2017,2017,18,0,0,0,0,1,0,-18,15,0,26
08/05/2017,14/05/2017,2017,19,1,1,0,0,1,0,-19,14,-1,25
15/05/2017,21/05/2017,2017,20,0,0,0,0,1,0,-20,13,-2,24
22/05/2017,28/05/2017,2017,21,0,0,0,0,1,0,-21,12,-3,23
29/05/2017,04/06/2017,2017,22,1,1,0,0,1,0,-22,11,-4,22
05/06/2017,11/06/2017,2017,23,0,0,0,0,1,0,-23,10,-5,21
12/06/2017,18/06/2017,2017,24,0,0,0,0,1,0,-24,9,-6,20
19/06/2017,25/06/2017,2017,25,0,0,0,0,1,0,-25,8,-7,19
26/06/2017,02/07/2017,2017,26,0,0,0,0,1,0,-26,7,-8,18
03/07/2017,09/07/2017,2017,27,0,0,0,0,0,0,-27,6,-9,17
10/07/2017,16/07/2017,2017,28,0,0,0,0,0,0,-28,5,-10,16
17/07/2017,23/07/2017,2017,29,0,0,0,0,0,0,-29,4,-11,15
24/07/2017,30/07/2017,2017,30,0,0,0,0,0,0,-30,3,-12,14
31/07/2017,06/08/2017,2017,31,0,0,0,0,0,0,-31,2,-13,13
07/08/2017,13/08/2017,2017,32,0,0,0,0,0,0,-32,1,-14,12
14/08/2017,20/08/2017,2017,33,0,0,0,1,0,0,-33,0,-15,11
21/08/2017,27/08/2017,2017,34,0,0,0,1,0,0,-34,-1,-16,10
28/08/2017,03/09/2017,2017,35,1,1,0,1,0,0,-35,-2,-17,9
04/09/2017,10/09/2017,2017,36,0,0,0,1,0,0,-36,-3,-18,8
11/09/2017,17/09/2017,2017,37,0,0,0,1,0,0,-37,-4,-19,7
18/09/2017,24/09/2017,2017,38,0,0,0,1,0,0,-38,-5,-20,6
25/09/2017,01/10/2017,2017,39,0,0,0,1,0,0,-39,-6,-21,5
02/10/2017,08/10/2017,2017,40,0,0,0,0,0,0,-40,-7,-22,4
09/10/2017,15/10/2017,2017,41,0,0,0,0,0,0,-41,-8,-23,3
16/10/2017,22/10/2017,2017,42,0,0,0,0,0,0,-42,-9,-24,2
23/10/2017,29/10/2017,2017,43,0,0,0,0,0,0,-43,-10,-25,1
30/10/2017,05/11/2017,2017,44,0,0,0,0,0,1,-44,-11,-26,0
06/11/2017,12/11/2017,2017,45,0,0,0,0,0,1,-45,-12,-27,-1
13/11/2017,19/11/2017,2017,46,0,0,0,0,0,1,-46,-13,-28,-2
20/11/2017,26/11/2017,2017,47,0,0,0,0,0,1,-47,-14,-29,-3
27/11/2017,03/12/2017,2017,48,0,0,0,0,0,1,-48,-15,-30,-4
04/12/2017,10/12/2017,2017,49,0,0,0,0,0,1,-49,-16,-31,-5
11/12/2017,17/12/2017,2017,50,0,0,0,0,0,1,-50,-17,-32,-6
18/12/2017,24/12/2017,2017,51,0,0,0,0,0,1,-51,-18,-33,-7
25/12/2017,31/12/2017,2017,52,2,1,0,0,0,1,-52,-19,-34,-8
01/01/2018,07/01/2018,2018,1,1,1,1,0,0,0,0,32,17,43
08/01/2018,14/01/2018,2018,2,0,0,1,0,0,0,-1,31,16,42
15/01/2018,21/01/2018,2018,3,0,0,1,0,0,0,-2,30,15,41
22/01/2018,28/01/2018,2018,4,0,0,1,0,0,0,-3,29,14,40
29/01/2018,04/02/2018,2018,5,0,0,1,0,0,0,-4,28,13,39
05/02/2018,11/02/2018,2018,6,0,0,0,0,0,0,-5,27,12,38
12/02/2018,18/02/2018,2018,7,0,0,0,0,0,0,-6,26,11,37
19/02/2018,25/02/2018,2018,8,0,0,0,0,0,0,-7,25,10,36
26/02/2018,04/03/2018,2018,9,0,0,0,0,0,0,-8,24,9,35
05/03/2018,11/03/2018,2018,10,0,0,0,0,0,0,-9,23,8,34
12/03/2018,18/03/2018,2018,11,0,0,0,0,0,0,-10,22,7,33
19/03/2018,25/03/2018,2018,12,0,0,0,0,0,0,-11,21,6,32
26/03/2018,01/04/2018,2018,13,1,1,0,0,0,0,-12,20,5,31
02/04/2018,08/04/2018,2018,14,1,1,0,0,0,0,-13,19,4,30
09/04/2018,15/04/2018,2018,15,0,0,0,0,0,0,-14,18,3,29
16/04/2018,22/04/2018,2018,16,0,0,0,0,0,0,-15,17,2,28
23/04/2018,29/04/2018,2018,17,0,0,0,0,0,0,-16,16,1,27
30/04/2018,06/05/2018,2018,18,0,0,0,0,1,0,-17,15,0,26
07/05/2018,13/05/2018,2018,19,1,1,0,0,1,0,-18,14,-1,25
14/05/2018,20/05/2018,2018,20,0,0,0,0,1,0,-19,13,-2,24
21/05/2018,27/05/2018,2018,21,0,0,0,0,1,0,-20,12,-3,23
28/05/2018,03/06/2018,2018,22,1,1,0,0,1,0,-21,11,-4,22
04/06/2018,10/06/2018,2018,23,0,0,0,0,1,0,-22,10,-5,21
11/06/2018,17/06/2018,2018,24,0,0,0,0,1,0,-23,9,-6,20
18/06/2018,24/06/2018,2018,25,0,0,0,0,1,0,-24,8,-7,19
25/06/2018,01/07/2018,2018,26,0,0,0,0,1,0,-25,7,-8,18
02/07/2018,08/07/2018,2018,27,0,0,0,0,0,0,-26,6,-9,17
09/07/2018,15/07/2018,2018,28,0,0,0,0,0,0,-27,5,-10,16
16/07/2018,22/07/2018,2018,29,0,0,0,0,0,0,-28,4,-11,15
23/07/2018,29/07/2018,2018,30,0,0,0,0,0,0,-29,3,-12,14
30/07/2018,05/08/2018,2018,31,0,0,0,0,0,0,-30,2,-13,13
06/08/2018,12/08/2018,2018,32,0,0,0,0,0,0,-31,1,-14,12
13/08/2018,19/08/2018,2018,33,0,0,0,1,0,0,-32,0,-15,11
20/08/2018,26/08/2018,2018,34,0,0,0,1,0,0,-33,-1,-16,10
27/08/2018,02/09/2018,2018,35,1,1,0,1,0,0,-34,-2,-17,9
03/09/2018,09/09/2018,2018,36,0,0,0,1,0,0,-35,-3,-18,8
10/09/2018,16/09/2018,2018,37,0,0,0,1,0,0,-36,-4,-19,7
17/09/2018,23/09/2018,2018,38,0,0,0,1,0,0,-37,-5,-20,6
24/09/2018,30/09/2018,2018,39,0,0,0,1,0,0,-38,-6,-21,5
01/10/2018,07/10/2018,2018,40,0,0,0,0,0,0,-39,-7,-22,4
08/10/2018,14/10/2018,2018,41,0,0,0,0,0,0,-40,-8,-23,3
15/10/2018,21/10/2018,2018,42,0,0,0,0,0,0,-41,-9,-24,2
22/10/2018,28/10/2018,2018,43,0,0,0,0,0,0,-42,-10,-25,1
29/10/2018,04/11/2018,2018,44,0,0,0,0,0,1,-43,-11,-26,0
05/11/2018,11/11/2018,2018,45,0,0,0,0,0,1,-44,-12,-27,-1
12/11/2018,18/11/2018,2018,46,0,0,0,0,0,1,-45,-13,-28,-2
19/11/2018,25/11/2018,2018,47,0,0,0,0,0,1,-46,-14,-29,-3
26/11/2018,02/12/2018,2018,48,0,0,0,0,0,1,-47,-15,-30,-4
03/12/2018,09/12/2018,2018,49,0,0,0,0,0,1,-48,-16,-31,-5
10/12/2018,16/12/2018,2018,50,0,0,0,0,0,1,-49,-17,-32,-6
17/12/2018,23/12/2018,2018,51,0,0,0,0,0,1,-50,-18,-33,-7
24/12/2018,30/12/2018,2018,52,2,1,0,0,0,1,-51,-19,-34,-8
31/12/2018,06/01/2019,2018,1,1,1,0,0,0,1,-52,-20,-35,-9
07/01/2019,13/01/2019,2019,2,0,0,1,0,0,0,-1,31,16,42
14/01/2019,20/01/2019,2019,3,0,0,1,0,0,0,-2,30,15,41
21/01/2019,27/01/2019,2019,4,0,0,1,0,0,0,-3,29,14,40
28/01/2019,03/02/2019,2019,5,0,0,1,0,0,0,-4,28,13,39
04/02/2019,10/02/2019,2019,6,0,0,0,0,0,0,-5,27,12,38
11/02/2019,17/02/2019,2019,7,0,0,0,0,0,0,-6,26,11,37
18/02/2019,24/02/2019,2019,8,0,0,0,0,0,0,-7,25,10,36
25/02/2019,03/03/2019,2019,9,0,0,0,0,0,0,-8,24,9,35
04/03/2019,10/03/2019,2019,10,0,0,0,0,0,0,-9,23,8,34
11/03/2019,17/03/2019,2019,11,0,0,0,0,0,0,-10,22,7,33
18/03/2019,24/03/2019,2019,12,0,0,0,0,0,0,-11,21,6,32
25/03/2019,31/03/2019,2019,13,0,0,0,0,0,0,-12,20,5,31
01/04/2019,07/04/2019,2019,14,0,0,0,0,0,0,-13,19,4,30
08/04/2019,14/04/2019,2019,15,0,0,0,0,0,0,-14,18,3,29
15/04/2019,21/04/2019,2019,16,1,1,0,0,0,0,-15,17,2,28
22/04/2019,28/04/2019,2019,17,1,1,0,0,0,0,-16,16,1,27
29/04/2019,05/05/2019,2019,18,0,0,0,0,1,0,-17,15,0,26
06/05/2019,12/05/2019,2019,19,1,1,0,0,1,0,-18,14,-1,25
13/05/2019,19/05/2019,2019,20,0,0,0,0,1,0,-19,13,-2,24
20/05/2019,26/05/2019,2019,21,0,0,0,0,1,0,-20,12,-3,23
27/05/2019,02/06/2019,2019,22,1,1,0,0,1,0,-21,11,-4,22
03/06/2019,09/06/2019,2019,23,0,0,0,0,1,0,-22,10,-5,21
10/06/2019,16/06/2019,2019,24,0,0,0,0,1,0,-23,9,-6,20
17/06/2019,23/06/2019,2019,25,0,0,0,0,1,0,-24,8,-7,19
24/06/2019,30/06/2019,2019,26,0,0,0,0,1,0,-25,7,-8,18
01/07/2019,07/07/2019,2019,27,0,0,0,0,0,0,-26,6,-9,17
08/07/2019,14/07/2019,2019,28,0,0,0,0,0,0,-27,5,-10,16
15/07/2019,21/07/2019,2019,29,0,0,0,0,0,0,-28,4,-11,15
22/07/2019,28/07/2019,2019,30,0,0,0,0,0,0,-29,3,-12,14
29/07/2019,04/08/2019,2019,31,0,0,0,0,0,0,-30,2,-13,13
05/08/2019,11/08/2019,2019,32,0,0,0,0,0,0,-31,1,-14,12
12/08/2019,18/08/2019,2019,33,0,0,0,1,0,0,-32,0,-15,11
19/08/2019,25/08/2019,2019,34,0,0,0,1,0,0,-33,-1,-16,10
26/08/2019,01/09/2019,2019,35,1,1,0,1,0,0,-34,-2,-17,9
02/09/2019,08/09/2019,2019,36,0,0,0,1,0,0,-35,-3,-18,8
09/09/2019,15/09/2019,2019,37,0,0,0,1,0,0,-36,-4,-19,7
16/09/2019,22/09/2019,2019,38,0,0,0,1,0,0,-37,-5,-20,6
23/09/2019,29/09/2019,2019,39,0,0,0,1,0,0,-38,-6,-21,5
30/09/2019,06/10/2019,2019,40,0,0,0,1,0,0,-39,-7,-22,4
07/10/2019,13/10/2019,2019,41,0,0,0,0,0,0,-40,-8,-23,3
14/10/2019,20/10/2019,2019,42,0,0,0,0,0,0,-41,-9,-24,2
21/10/2019,27/10/2019,2019,43,0,0,0,0,0,0,-42,-10,-25,1
28/10/2019,03/11/2019,2019,44,0,0,0,0,0,1,-43,-11,-26,0
04/11/2019,10/11/2019,2019,45,0,0,0,0,0,1,-44,-12,-27,-1
11/11/2019,17/11/2019,2019,46,0,0,0,0,0,1,-45,-13,-28,-2
18/11/2019,24/11/2019,2019,47,0,0,0,0,0,1,-46,-14,-29,-3
25/11/2019,01/12/2019,2019,48,0,0,0,0,0,1,-47,-15,-30,-4
02/12/2019,08/12/2019,2019,49,0,0,0,0,0,1,-48,-16,-31,-5
09/12/2019,15/12/2019,2019,50,0,0,0,0,0,1,-49,-17,-32,-6
16/12/2019,22/12/2019,2019,51,0,0,0,0,0,1,-50,-18,-33,-7
23/12/2019,29/12/2019,2019,52,2,1,0,0,0,1,-51,-19,-34,-8
30/12/2019,05/01/2020,2019,1,1,1,0,0,0,1,-52,-20,-35,-9
06/01/2020,12/01/2020,2020,2,0,0,1,0,0,0,-1,31,16,42
13/01/2020,19/01/2020,2020,3,0,0,1,0,0,0,-2,30,15,41
20/01/2020,26/01/2020,2020,4,0,0,1,0,0,0,-3,29,14,40
27/01/2020,02/02/2020,2020,5,0,0,1,0,0,0,-4,28,13,39
03/02/2020,09/02/2020,2020,6,0,0,0,0,0,0,-5,27,12,38
10/02/2020,16/02/2020,2020,7,0,0,0,0,0,0,-6,26,11,37
17/02/2020,23/02/2020,2020,8,0,0,0,0,0,0,-7,25,10,36
24/02/2020,01/03/2020,2020,9,0,0,0,0,0,0,-8,24,9,35
02/03/2020,08/03/2020,2020,10,0,0,0,0,0,0,-9,23,8,34
09/03/2020,15/03/2020,2020,11,0,0,0,0,0,0,-10,22,7,33
16/03/2020,22/03/2020,2020,12,0,0,0,0,0,0,-11,21,6,32
23/03/2020,29/03/2020,2020,13,0,0,0,0,0,0,-12,20,5,31
30/03/2020,05/04/2020,2020,14,0,0,0,0,0,0,-13,19,4,30
06/04/2020,12/04/2020,2020,15,1,1,0,0,0,0,-14,18,3,29
13/04/2020,19/04/2020,2020,16,1,1,0,0,0,0,-15,17,2,28
20/04/2020,26/04/2020,2020,17,0,0,0,0,0,0,-16,16,1,27
27/04/2020,03/05/2020,2020,18,0,0,0,0,1,0,-17,15,0,26
04/05/2020,10/05/2020,2020,19,1,1,0,0,1,0,-18,14,-1,25
11/05/2020,17/05/2020,2020,20,0,0,0,0,1,0,-19,13,-2,24
18/05/2020,24/05/2020,2020,21,0,0,0,0,1,0,-20,12,-3,23
25/05/2020,31/05/2020,2020,22,1,1,0,0,1,0,-21,11,-4,22
01/06/2020,07/06/2020,2020,23,0,0,0,0,1,0,-22,10,-5,21
08/06/2020,14/06/2020,2020,24,0,0,0,0,1,0,-23,9,-6,20
15/06/2020,21/06/2020,2020,25,0,0,0,0,1,0,-24,8,-7,19
22/06/2020,28/06/2020,2020,26,0,0,0,0,1,0,-25,7,-8,18
29/06/2020,05/07/2020,2020,27,0,0,0,0,1,0,-26,6,-9,17
06/07/2020,12/07/2020,2020,28,0,0,0,0,0,0,-27,5,-10,16
13/07/2020,19/07/2020,2020,29,0,0,0,0,0,0,-28,4,-11,15
20/07/2020,26/07/2020,2020,30,0,0,0,0,0,0,-29,3,-12,14
27/07/2020,02/08/2020,2020,31,0,0,0,0,0,0,-30,2,-13,13
03/08/2020,09/08/2020,2020,32,0,0,0,0,0,0,-31,1,-14,12
10/08/2020,16/08/2020,2020,33,0,0,0,1,0,0,-32,0,-15,11
17/08/2020,23/08/2020,2020,34,0,0,0,1,0,0,-33,-1,-16,10
24/08/2020,30/08/2020,2020,35,1,1,0,1,0,0,-34,-2,-17,9
31/08/2020,06/09/2020,2020,36,0,0,0,1,0,0,-35,-3,-18,8
07/09/2020,13/09/2020,2020,37,0,0,0,1,0,0,-36,-4,-19,7
14/09/2020,20/09/2020,2020,38,0,0,0,1,0,0,-37,-5,-20,6
21/09/2020,27/09/2020,2020,39,0,0,0,1,0,0,-38,-6,-21,5
28/09/2020,04/10/2020,2020,40,0,0,0,1,0,0,-39,-7,-22,4
05/10/2020,11/10/2020,2020,41,0,0,0,0,0,0,-40,-8,-23,3
12/10/2020,18/10/2020,2020,42,0,0,0,0,0,0,-41,-9,-24,2
19/10/2020,25/10/2020,2020,43,0,0,0,0,0,0,-42,-10,-25,1
26/10/2020,01/11/2020,2020,44,0,0,0,0,0,1,-43,-11,-26,0
02/11/2020,08/11/2020,2020,45,0,0,0,0,0,1,-44,-12,-27,-1
09/11/2020,15/11/2020,2020,46,0,0,0,0,0,1,-45,-13,-28,-2
16/11/2020,22/11/2020,2020,47,0,0,0,0,0,1,-46,-14,-29,-3
23/11/2020,29/11/2020,2020,48,0,0,0,0,0,1,-47,-15,-30,-4
30/11/2020,06/12/2020,2020,49,0,0,0,0,0,1,-48,-16,-31,-5
07/12/2020,13/12/2020,2020,50,0,0,0,0,0,1,-49,-17,-32,-6
14/12/2020,20/12/2020,2020,51,0,0,0,0,0,1,-50,-18,-33,-7
21/12/2020,27/12/2020,2020,52,2,1,0,0,0,1,-51,-19,-34,-8
28/12/2020,03/01/2021,2020,53,1,1,0,0,0,1,-52,-20,-35,-9
04/01/2021,10/01/2021,2021,1,0,0,1,0,0,0,-1,31,16,43
11/01/2021,17/01/2021,2021,2,0,0,1,0,0,0,-2,30,15,42
18/01/2021,24/01/2021,2021,3,0,0,1,0,0,0,-3,29,14,41
25/01/2021,31/01/2021,2021,4,0,0,1,0,0,0,-4,28,13,40
01/02/2021,07/02/2021,2021,5,0,0,0,0,0,0,-5,27,12,39
08/02/2021,14/02/2021,2021,6,0,0,0,0,0,0,-6,26,11,38
15/02/2021,21/02/2021,2021,7,0,0,0,0,0,0,-7,25,10,37
22/02/2021,28/02/2021,2021,8,0,0,0,0,0,0,-8,24,9,36
01/03/2021,07/03/2021,2021,9,0,0,0,0,0,0,-9,23,8,35
08/03/2021,14/03/2021,2021,10,0,0,0,0,0,0,-10,22,7,34
15/03/2021,21/03/2021,2021,11,0,0,0,0,0,0,-11,21,6,33
22/03/2021,28/03/2021,2021,12,0,0,0,0,0,0,-12,20,5,32
29/03/2021,04/04/2021,2021,13,1,1,0,0,0,0,-13,19,4,31
05/04/2021,11/04/2021,2021,14,1,1,0,0,0,0,-14,18,3,30
12/04/2021,18/04/2021,2021,15,0,0,0,0,0,0,-15,17,2,29
19/04/2021,25/04/2021,2021,16,0,0,0,0,0,0,-16,16,1,28
26/04/2021,02/05/2021,2021,17,0,0,0,0,1,0,-17,15,0,27
03/05/2021,09/05/2021,2021,18,1,1,0,0,1,0,-18,14,-1,26
10/05/2021,16/05/2021,2021,19,0,0,0,0,1,0,-19,13,-2,25
17/05/2021,23/05/2021,2021,20,0,0,0,0,1,0,-20,12,-3,24
24/05/2021,30/05/2021,2021,21,1,1,0,0,1,0,-21,11,-4,23
31/05/2021,06/06/2021,2021,22,0,0,0,0,1,0,-22,10,-5,22
07/06/2021,13/06/2021,2021,23,0,0,0,0,1,0,-23,9,-6,21
14/06/2021,20/06/2021,2021,24,0,0,0,0,1,0,-24,8,-7,20
21/06/2021,27/06/2021,2021,25,0,0,0,0,1,0,-25,7,-8,19
28/06/2021,04/07/2021,2021,26,0,0,0,0,1,0,-26,6,-9,18
05/07/2021,11/07/2021,2021,27,0,0,0,0,0,0,-27,5,-10,17
12/07/2021,18/07/2021,2021,28,0,0,0,0,0,0,-28,4,-11,16
19/07/2021,25/07/2021,2021,29,0,0,0,0,0,0,-29,3,-12,15
26/07/2021,01/08/2021,2021,30,0,0,0,0,0,0,-30,2,-13,14
02/08/2021,08/08/2021,2021,31,0,0,0,0,0,0,-31,1,-14,13
09/08/2021,15/08/2021,2021,32,0,0,0,1,0,0,-32,0,-15,12
16/08/2021,22/08/2021,2021,33,0,0,0,1,0,0,-33,-1,-16,11
23/08/2021,29/08/2021,2021,34,0,0,0,1,0,0,-34,-2,-17,10
30/08/2021,05/09/2021,2021,35,1,1,0,1,0,0,-35,-3,-18,9
06/09/2021,12/09/2021,2021,36,0,0,0,1,0,0,-36,-4,-19,8
13/09/2021,19/09/2021,2021,37,0,0,0,1,0,0,-37,-5,-20,7
20/09/2021,26/09/2021,2021,38,0,0,0,1,0,0,-38,-6,-21,6
27/09/2021,03/10/2021,2021,39,0,0,0,1,0,0,-39,-7,-22,5
04/10/2021,10/10/2021,2021,40,0,0,0,0,0,0,-40,-8,-23,4
11/10/2021,17/10/2021,2021,41,0,0,0,0,0,0,-41,-9,-24,3
18/10/2021,24/10/2021,2021,42,0,0,0,0,0,0,-42,-10,-25,2
25/10/2021,31/10/2021,2021,43,0,0,0,0,0,0,-43,-11,-26,1
01/11/2021,07/11/2021,2021,44,0,0,0,0,0,1,-44,-12,-27,0
08/11/2021,14/11/2021,2021,45,0,0,0,0,0,1,-45,-13,-28,-1
15/11/2021,21/11/2021,2021,46,0,0,0,0,0,1,-46,-14,-29,-2
22/11/2021,28/11/2021,2021,47,0,0,0,0,0,1,-47,-15,-30,-3
29/11/2021,05/12/2021,2021,48,0,0,0,0,0,1,-48,-16,-31,-4
06/12/2021,12/12/2021,2021,49,0,0,0,0,0,1,-49,-17,-32,-5
13/12/2021,19/12/2021,2021,50,0,0,0,0,0,1,-50,-18,-33,-6
20/12/2021,26/12/2021,2021,51,2,1,0,0,0,1,-51,-19,-34,-7
27/12/2021,02/01/2022,2021,52,1,1,0,0,0,1,-52,-20,-35,-8
03/01/2022,09/01/2022,2022,1,0,0,1,0,0,0,-1,32,16,43
10/01/2022,16/01/2022,2022,2,0,0,1,0,0,0,-2,31,15,42
17/01/2022,23/01/2022,2022,3,0,0,1,0,0,0,-3,30,14,41
24/01/2022,30/01/2022,2022,4,0,0,1,0,0,0,-4,29,13,40
31/01/2022,06/02/2022,2022,5,0,0,1,0,0,0,-5,28,12,39
07/02/2022,13/02/2022,2022,6,0,0,0,0,0,0,-6,27,11,38
14/02/2022,20/02/2022,2022,7,0,0,0,0,0,0,-7,26,10,37
21/02/2022,27/02/2022,2022,8,0,0,0,0,0,0,-8,25,9,36
28/02/2022,06/03/2022,2022,9,0,0,0,0,0,0,-9,24,8,35
07/03/2022,13/03/2022,2022,10,0,0,0,0,0,0,-10,23,7,34
14/03/2022,20/03/2022,2022,11,0,0,0,0,0,0,-11,22,6,33
21/03/2022,27/03/2022,2022,12,0,0,0,0,0,0,-12,21,5,32
28/03/2022,03/04/2022,2022,13,0,0,0,0,0,0,-13,20,4,31
04/04/2022,10/04/2022,2022,14,0,0,0,0,0,0,-14,19,3,30
11/04/2022,17/04/2022,2022,15,1,1,0,0,0,0,-15,18,2,29
18/04/2022,24/04/2022,2022,16,1,1,0,0,0,0,-16,17,1,28
25/04/2022,01/05/2022,2022,17,0,0,0,0,1,0,-17,16,0,27
02/05/2022,08/05/2022,2022,18,1,1,0,0,1,0,-18,15,-1,26
09/05/2022,15/05/2022,2022,19,0,0,0,0,1,0,-19,14,-2,25
16/05/2022,22/05/2022,2022,20,0,0,0,0,1,0,-20,13,-3,24
23/05/2022,29/05/2022,2022,21,0,0,0,0,1,0,-21,12,-4,23
30/05/2022,05/06/2022,2022,22,1,1,0,0,1,0,-22,11,-5,22
06/06/2022,12/06/2022,2022,23,0,0,0,0,1,0,-23,10,-6,21
13/06/2022,19/06/2022,2022,24,0,0,0,0,1,0,-24,9,-7,20
20/06/2022,26/06/2022,2022,25,0,0,0,0,1,0,-25,8,-8,19
27/06/2022,03/07/2022,2022,26,0,0,0,0,1,0,-26,7,-9,18
04/07/2022,10/07/2022,2022,27,0,0,0,0,0,0,-27,6,-10,17
11/07/2022,17/07/2022,2022,28,0,0,0,0,0,0,-28,5,-11,16
18/07/2022,24/07/2022,2022,29,0,0,0,0,0,0,-29,4,-12,15
25/07/2022,31/07/2022,2022,30,0,0,0,0,0,0,-30,3,-13,14
01/08/2022,07/08/2022,2022,31,0,0,0,0,0,0,-31,2,-14,13
08/08/2022,14/08/2022,2022,32,0,0,0,0,0,0,-32,1,-15,12
15/08/2022,21/08/2022,2022,33,0,0,0,1,0,0,-33,0,-16,11
22/08/2022,28/08/2022,2022,34,0,0,0,1,0,0,-34,-1,-17,10
29/08/2022,04/09/2022,2022,35,1,1,0,1,0,0,-35,-2,-18,9
05/09/2022,11/09/2022,2022,36,0,0,0,1,0,0,-36,-3,-19,8
12/09/2022,18/09/2022,2022,37,0,0,0,1,0,0,-37,-4,-20,7
19/09/2022,25/09/2022,2022,38,0,0,0,1,0,0,-38,-5,-21,6
26/09/2022,02/10/2022,2022,39,0,0,0,1,0,0,-39,-6,-22,5
03/10/2022,09/10/2022,2022,40,0,0,0,0,0,0,-40,-7,-23,4
10/10/2022,16/10/2022,2022,41,0,0,0,0,0,0,-41,-8,-24,3
17/10/2022,23/10/2022,2022,42,0,0,0,0,0,0,-42,-9,-25,2
24/10/2022,30/10/2022,2022,43,0,0,0,0,0,0,-43,-10,-26,1
31/10/2022,06/11/2022,2022,44,0,0,0,0,0,1,-44,-11,-27,0
07/11/2022,13/11/2022,2022,45,0,0,0,0,0,1,-45,-12,-28,-1
14/11/2022,20/11/2022,2022,46,0,0,0,0,0,1,-46,-13,-29,-2
21/11/2022,27/11/2022,2022,47,0,0,0,0,0,1,-47,-14,-30,-3
28/11/2022,04/12/2022,2022,48,0,0,0,0,0,1,-48,-15,-31,-4
05/12/2022,11/12/2022,2022,49,0,0,0,0,0,1,-49,-16,-32,-5
12/12/2022,18/12/2022,2022,50,0,0,0,0,0,1,-50,-17,-33,-6
19/12/2022,25/12/2022,2022,51,1,1,0,0,0,1,-51,-18,-34,-7
26/12/2022,01/01/2023,2022,52,2,1,0,0,0,1,-52,-19,-35,-8
02/01/2023,08/01/2023,2023,1,0,0,1,0,0,0,-1,32,17,43
09/01/2023,15/01/2023,2023,2,0,0,1,0,0,0,-2,31,16,42
