model,origin_time,forecast_time,horizon_step,y_true,y_pred,abs_error,squared_error,sMAPE_point,is_new_year_fitness,is_back_to_school,is_exam_season,is_q4_holiday_electronics
event_random_forest,1992-12-21,1992-12-28,1,4.1,4.102832311155976,0.0028323111559762637,8.0219864842676e-06,0.0006905690738366741,False,False,False,True
event_random_forest,1992-12-21,1993-01-04,2,4.45,4.157656035664611,0.2923439643353891,0.08546499348333127,0.06792649778850433,True,False,False,False
event_random_forest,1992-12-21,1993-01-11,3,4.45,4.2677579184484395,0.18224208155156063,0.03321217628824567,0.04180939256546723,True,False,False,False
event_random_forest,1992-12-21,1993-01-18,4,4.45,4.281768472177118,0.16823152782288187,0.028301846953621076,0.03853320856111435,True,False,False,False
event_random_forest,1993-03-15,1993-03-22,1,3.8,3.9118157859996336,0.11181578599963382,0.012502769998715907,0.028998562492280763,False,False,False,False
event_random_forest,1993-03-15,1993-03-29,2,3.8,3.9329096106934602,0.1329096106934604,0.017664964614687206,0.03437505864795478,False,False,False,False
event_random_forest,1993-03-15,1993-04-05,3,4.6,3.8106645013755314,0.7893354986244683,0.623050529388738,0.18769872427924703,False,False,False,False
event_random_forest,1993-03-15,1993-04-12,4,4.6,3.796692651026806,0.8033073489731937,0.6453026969143404,0.19133899080489977,False,False,False,False
event_random_forest,1993-06-07,1993-06-14,1,4.775,4.51555619274244,0.25944380725756044,0.06731108912429817,0.05585108186746274,False,False,True,False
event_random_forest,1993-06-07,1993-06-21,2,4.775,4.4424829523339,0.3325170476661006,0.1105675869885798,0.07214920806160126,False,False,True,False
event_random_forest,1993-06-07,1993-06-28,3,4.775,4.409625622882306,0.3653743771176945,0.13349843545414322,0.0795621709843919,False,False,True,False
event_random_forest,1993-06-07,1993-07-05,4,4.75,4.262090270357862,0.48790972964213797,0.23805590427946416,0.10827892642108732,False,False,False,False
event_random_forest,1993-08-30,1993-09-06,1,4.8,3.9199868663586868,0.8800131336413131,0.7744231153812036,0.20183817868725554,False,True,False,False
event_random_forest,1993-08-30,1993-09-13,2,4.8,3.9325822803197252,0.8674177196802746,0.7524135004153274,0.19866236396882042,False,True,False,False
event_random_forest,1993-08-30,1993-09-20,3,4.8,3.931203106530552,0.8687968934694479,0.7548080421021631,0.19900966289963554,False,True,False,False
event_random_forest,1993-08-30,1993-09-27,4,4.8,3.931203106530552,0.8687968934694479,0.7548080421021631,0.19900966289963554,False,True,False,False
event_random_forest,1993-11-22,1993-11-29,1,3.9200000000000004,3.9636680368406094,0.04366803684060905,0.001906897441512789,0.011078101370211695,False,False,False,True
event_random_forest,1993-11-22,1993-12-06,2,4.95,4.150107567288375,0.7998924327116255,0.6398279039093223,0.17579845662197488,False,False,False,True
event_random_forest,1993-11-22,1993-12-13,3,4.95,4.320843964426454,0.6291560355735459,0.395837317098621,0.13572788798683422,False,False,False,True
event_random_forest,1993-11-22,1993-12-20,4,4.95,4.398934200067722,0.5510657999322781,0.3036735158550016,0.11788847544317646,False,False,False,True
event_random_forest,1994-02-14,1994-02-21,1,4.825,4.5995496748370455,0.2254503251629547,0.05082784911608201,0.0478432037479505,False,False,False,False
event_random_forest,1994-02-14,1994-02-28,2,4.825,4.497410150847171,0.3275898491528295,0.1073151092679736,0.07028007647208269,False,False,False,False
event_random_forest,1994-02-14,1994-03-07,3,4.85,4.477715962994408,0.372284037005592,0.13859540420918098,0.079823193262433,False,False,False,False
event_random_forest,1994-02-14,1994-03-14,4,4.85,4.463537332402505,0.3864626675974945,0.1493533934465715,0.08298944940134861,False,False,False,False
event_random_forest,1994-05-09,1994-05-16,1,4.0,4.188042497776417,0.1880424977764168,0.035359980969993716,0.04593100190368638,False,False,True,False
event_random_forest,1994-05-09,1994-05-23,2,4.0,4.36027224144227,0.3602722414422699,0.1297960879538372,0.0861867247950092,False,False,True,False
event_random_forest,1994-05-09,1994-05-30,3,4.0,4.43773166183483,0.4377316618348299,0.1916090077726819,0.10375576739771382,False,False,True,False
event_random_forest,1994-05-09,1994-06-06,4,4.975,4.22418893949152,0.7508110605084797,0.5637172485818679,0.16323418628468356,False,False,True,False
event_random_forest,1994-08-01,1994-08-08,1,3.9799999999999995,4.250287785541003,0.2702877855410035,0.07305548701265951,0.06568124774830986,False,False,False,False
event_random_forest,1994-08-01,1994-08-15,2,3.9799999999999995,4.357329290598154,0.3773292905981549,0.14237739354330683,0.09051562615468767,False,True,False,False
event_random_forest,1994-08-01,1994-08-22,3,3.9799999999999995,4.422216870050435,0.4422168700504354,0.1955557601572037,0.10526195095646966,False,True,False,False
event_random_forest,1994-08-01,1994-08-29,4,3.9799999999999995,4.474700359101803,0.4947003591018033,0.24472844529545315,0.11702374728614474,False,True,False,False
event_random_forest,1994-10-24,1994-10-31,1,4.08,4.143406264529891,0.06340626452989095,0.004020354381634508,0.015420924733679252,False,False,False,True
event_random_forest,1994-10-24,1994-11-07,2,5.05,4.153258976424478,0.8967410235755215,0.804144463363274,0.19487466904335898,False,False,False,True
event_random_forest,1994-10-24,1994-11-14,3,5.05,4.272591018061463,0.777408981938537,0.6043647251987125,0.16677959602269268,False,False,False,True
event_random_forest,1994-10-24,1994-11-21,4,5.05,4.301634344623102,0.7483656553768983,0.5600511541476945,0.16005023887769634,False,False,False,True
event_random_forest,1995-01-16,1995-01-23,1,4.08,4.134833109372425,0.05483310937242525,0.0030066698834483496,0.013349780486682157,True,False,False,False
event_random_forest,1995-01-16,1995-01-30,2,4.08,4.147608360093926,0.06760836009392612,0.004570890354589983,0.01643451101096268,True,False,False,False
event_random_forest,1995-01-16,1995-02-06,3,5.15,4.266264338485443,0.8837356615145575,0.7809887194325725,0.18770408938131014,False,False,False,False
event_random_forest,1995-01-16,1995-02-13,4,5.15,4.297857893705808,0.8521421062941927,0.7261461693195033,0.18038842579583936,False,False,False,False
event_random_forest,1995-04-10,1995-04-17,1,4.975,4.974002590709941,0.0009974092900586484,9.94825291895297e-07,0.00020050437839668413,False,False,False,False
event_random_forest,1995-04-10,1995-04-24,2,4.975,4.974002590709941,0.0009974092900586484,9.94825291895297e-07,0.00020050437839668413,False,False,False,False
event_random_forest,1995-04-10,1995-05-01,3,3.9,4.825865790139938,0.9258657901399379,0.8572274613514514,0.21221178789757425,False,False,True,False
