model,origin_time,forecast_time,horizon_step,y_true,y_pred,abs_error,squared_error,sMAPE_point,is_new_year_fitness,is_back_to_school,is_exam_season,is_q4_holiday_electronics
event_ridge,1992-12-21,1992-12-28,1,13.2,12.427475807394439,0.7725241926055606,0.5967936281608733,0.0602887462199972,False,False,False,True
event_ridge,1992-12-21,1993-01-04,2,13.35,12.211166259049552,1.1388337409504476,1.2969422895271914,0.08910655557801558,True,False,False,False
event_ridge,1992-12-21,1993-01-11,3,13.35,12.06674363971756,1.28325636028244,1.6467468862053356,0.10097724385724655,True,False,False,False
event_ridge,1992-12-21,1993-01-18,4,13.35,11.967772179414832,1.3822278205851681,1.9105537479996237,0.1091903198109207,True,False,False,False
event_ridge,1993-01-18,1993-01-25,1,13.35,12.91685884243095,0.43314115756905025,0.18761126238025683,0.032980049892327654,True,False,False,False
event_ridge,1993-01-18,1993-02-01,2,13.225,12.740047344713577,0.4849526552864223,0.23517907786935152,0.03735426697653663,False,False,False,False
event_ridge,1993-01-18,1993-02-08,3,13.225,12.619023377363504,0.6059766226364953,0.36720766718193343,0.04689491367410413,False,False,False,False
event_ridge,1993-01-18,1993-02-15,4,13.225,12.533925363774241,0.6910746362257587,0.47758415283456473,0.05365710148744352,False,False,False,False
event_ridge,1993-02-15,1993-02-22,1,13.225,12.959766301506233,0.2652336984937662,0.07034891481668208,0.020258626366163834,False,False,False,False
event_ridge,1993-02-15,1993-03-01,2,10.5,12.607343687370411,2.1073436873704114,4.440897416699922,0.1823960136553649,False,False,False,False
event_ridge,1993-02-15,1993-03-08,3,10.5,12.371569102386957,1.8715691023869567,3.502770905009519,0.1636590033686524,False,False,False,False
event_ridge,1993-02-15,1993-03-15,4,10.5,12.211334827395046,1.7113348273950457,2.9286668914552307,0.15070314804489482,False,False,False,False
event_ridge,1993-03-15,1993-03-22,1,10.5,10.87246802231894,0.37246802231893916,0.13873242765018176,0.03485493785088147,False,False,False,False
