model,origin_time,start_forecast_time,end_forecast_time,n_points,MAE,RMSE,sMAPE
rolling_average,1992-12-21,1992-12-28,1993-01-18,4,0.27291666666666803,0.31756998353818827,3.420224144543419
rolling_average,1993-01-18,1993-01-25,1993-02-15,4,0.2229166666666682,0.23914815549733684,2.883767457252344
rolling_average,1993-02-15,1993-02-22,1993-03-15,4,1.461666666666666,1.6394966093116639,20.79715407174057
rolling_average,1993-03-15,1993-03-22,1993-04-12,4,0.7824999999999998,0.9973175828747388,11.448772122064398
rolling_average,1993-04-12,1993-04-19,1993-05-10,4,0.8325,0.8720319701389647,12.296317632191204
rolling_average,1993-05-10,1993-05-17,1993-06-07,4,0.758958333333333,0.759199253782855,11.643505717384464
rolling_average,1993-06-07,1993-06-14,1993-07-05,4,0.8274999999999999,0.8277831841732471,11.697738110968299
rolling_average,1993-07-05,1993-07-12,1993-08-02,4,0.6699999999999997,0.6899094143436512,9.752868942179225
rolling_average,1993-08-02,1993-08-09,1993-08-30,4,1.0466666666666677,1.0466666666666677,16.24418003103985
rolling_average,1993-08-30,1993-09-06,1993-09-27,4,0.5499999999999998,0.5499999999999998,7.746478873239435
rolling_average,1993-09-27,1993-10-04,1993-10-25,4,0.5624999999999991,0.5624999999999991,7.957559681697601
rolling_average,1993-10-25,1993-11-01,1993-11-22,4,1.1016666666666657,1.1016666666666657,17.401605897064616
rolling_average,1993-11-22,1993-11-29,1993-12-20,4,0.8,0.8134340784599574,11.637212927821084
rolling_average,1993-12-20,1993-12-27,1994-01-17,4,0.6254166666666665,0.6338742207865671,9.378898862891766
rolling_average,1994-01-17,1994-01-24,1994-02-14,4,0.49750000000000005,0.539038495842365,7.459217857675647
rolling_average,1994-02-14,1994-02-21,1994-03-14,4,0.3433333333333337,0.34897568364827086,4.942618194456719
rolling_average,1994-03-14,1994-03-21,1994-04-11,4,0.44166666666666776,0.47061204239208054,6.290884242952487
rolling_average,1994-04-11,1994-04-18,1994-05-09,4,0.6875,0.7555355900139828,10.300972139592131
rolling_average,1994-05-09,1994-05-16,1994-06-06,4,0.8583333333333332,0.8947280002573095,13.04109919085109
rolling_average,1994-06-06,1994-06-13,1994-07-04,4,0.7229166666666675,0.7280855079895807,10.155556792980956
rolling_average,1994-07-04,1994-07-11,1994-08-01,4,0.7939583333333335,0.7940961624877544,11.331557780530034
rolling_average,1994-08-01,1994-08-08,1994-08-29,4,0.9983333333333331,0.9983333333333331,15.313818228301159
rolling_average,1994-08-29,1994-09-05,1994-09-26,4,0.7187500000000009,0.7187500000000009,9.892473118279582
rolling_average,1994-09-26,1994-10-03,1994-10-24,4,1.3962499999999993,1.3962499999999993,22.310995705582734
rolling_average,1994-10-24,1994-10-31,1994-11-21,4,1.2779166666666664,1.3025010663250056,18.525212138275197
rolling_average,1994-11-21,1994-11-28,1994-12-19,4,0.8979166666666658,0.9002627895663445,12.358235774777299
rolling_average,1994-12-19,1994-12-26,1995-01-16,4,1.0356249999999998,1.0423253750628925,16.01952668306162
rolling_average,1995-01-16,1995-01-23,1995-02-13,4,0.9299999999999997,1.010408333298968,13.995662334104109
rolling_average,1995-02-13,1995-02-20,1995-03-13,4,0.7312500000000002,0.7312500000000002,10.107991360691146
rolling_average,1995-03-13,1995-03-20,1995-04-10,4,0.7437499999999999,0.7441700494510646,10.324808408944913
rolling_average,1995-04-10,1995-04-17,1995-05-08,4,0.7850000000000001,0.9397709531819143,11.624449050459345
rolling_average,1995-05-08,1995-05-15,1995-06-05,4,1.040416666666667,1.157526397587162,15.59173745738512
rolling_average,1995-06-05,1995-06-12,1995-07-03,4,0.6022916666666664,0.6038721983536286,8.606546159453607
rolling_average,1995-07-03,1995-07-10,1995-07-31,4,0.5399999999999983,0.5399999999999983,8.320493066255752
rolling_average,1995-07-31,1995-08-07,1995-08-28,4,1.2216666666666667,1.2216666666666667,16.993161006143502
rolling_average,1995-08-28,1995-09-04,1995-09-25,4,0.7895833333333337,0.7895833333333337,10.59102976107308
rolling_average,1995-09-25,1995-10-02,1995-10-23,4,1.3499999999999996,1.3499999999999996,20.40816326530612
rolling_average,1995-10-23,1995-10-30,1995-11-20,4,0.3491666666666653,0.6296317265760284,5.270968202926229
rolling_average,1995-11-20,1995-11-27,1995-12-18,4,0.45833333333333304,0.4709439398107212,6.436508625011684
rolling_average,1995-12-18,1995-12-25,1996-01-15,4,0.869166666666668,0.875187281544802,13.601676981603406
rolling_average,1996-01-15,1996-01-22,1996-02-12,4,0.5975000000000001,0.7260595705587803,9.378992354041488
rolling_average,1996-02-12,1996-02-19,1996-03-11,4,0.604166666666667,0.6587287841829227,8.642791944447659
rolling_average,1996-03-11,1996-03-18,1996-04-08,4,0.4700000000000002,0.6370243323453191,6.686930091185412
rolling_average,1996-04-08,1996-04-15,1996-05-06,4,0.4833333333333336,0.558587007049434,6.876155503981226
rolling_average,1996-05-06,1996-05-13,1996-06-03,4,0.8562499999999997,0.8617750576571589,11.442121027233899
rolling_average,1996-06-03,1996-06-10,1996-07-01,4,0.8897916666666663,0.902666862844636,12.143214901851085
rolling_average,1996-07-01,1996-07-08,1996-07-29,4,1.3383333333333347,1.3383333333333347,19.71277770958637
rolling_average,1996-07-29,1996-08-05,1996-08-26,4,0.5208333333333313,0.5208333333333313,6.97739324588331
rolling_average,1996-08-26,1996-09-02,1996-09-23,4,0.9237499999999992,0.9237499999999992,13.824712374894759
rolling_average,1996-09-23,1996-09-30,1996-10-21,4,0.9883333333333333,1.0329259949827536,13.799629024046682
