model,origin_time,start_forecast_time,end_forecast_time,n_points,MAE,RMSE,sMAPE
event_ridge,1992-12-21,1992-12-28,1993-01-18,4,1.144210528605904,1.1673727502273026,8.9890716366545
event_ridge,1993-01-18,1993-01-25,1993-02-15,4,0.5537862679294316,0.5629347564918395,4.272158300760299
event_ridge,1993-02-15,1993-02-22,1993-03-15,4,1.488870328911545,1.6539864062305163,12.9254197858769
event_ridge,1993-03-15,1993-03-22,1993-04-12,4,1.056540653760055,1.2053788016280909,8.804076138413839
event_ridge,1993-04-12,1993-04-19,1993-05-10,4,1.2471224499406772,1.5272440391113846,10.507944092927705
event_ridge,1993-05-10,1993-05-17,1993-06-07,4,1.1330179387658879,1.2243572618114102,9.717910394735362
event_ridge,1993-06-07,1993-06-14,1993-07-05,4,1.1056664538629262,1.1430481306494835,8.54923168146628
event_ridge,1993-07-05,1993-07-12,1993-08-02,4,0.9189682160298656,0.9689096145564114,7.371694608846806
event_ridge,1993-08-02,1993-08-09,1993-08-30,4,0.7201399716586807,0.7467086541000405,6.426128158564952
event_ridge,1993-08-30,1993-09-06,1993-09-27,4,1.6188821826625612,1.6407967016293632,12.882011320627795
event_ridge,1993-09-27,1993-10-04,1993-10-25,4,0.9106980902432147,0.9417670916943615,7.01229918639178
event_ridge,1993-10-25,1993-11-01,1993-11-22,4,1.6305441859663556,1.6712343419018019,14.286240700123189
event_ridge,1993-11-22,1993-11-29,1993-12-20,4,1.781551553760281,2.009444189134328,14.17188042374775
event_ridge,1993-12-20,1993-12-27,1994-01-17,4,1.7003322797799156,1.8315315201813884,14.081045458545619
event_ridge,1994-01-17,1994-01-24,1994-02-14,4,0.8725530698946056,0.9133068283859861,7.195134800357646
event_ridge,1994-02-14,1994-02-21,1994-03-14,4,0.9940892098723375,1.1532246023817185,7.675802645289881
event_ridge,1994-03-14,1994-03-21,1994-04-11,4,0.8214310595362049,0.8354545499834454,6.220988630658217
event_ridge,1994-04-11,1994-04-18,1994-05-09,4,1.0564839781118969,1.3186735037526383,8.814058789158832
event_ridge,1994-05-09,1994-05-16,1994-06-06,4,0.817177835538196,0.9061551988174597,6.879035760303778
event_ridge,1994-06-06,1994-06-13,1994-07-04,4,0.4077542756925516,0.43066761721708524,3.0486143228772926
event_ridge,1994-07-04,1994-07-11,1994-08-01,4,0.7237529990057765,0.9220156837791041,5.816128880588186
event_ridge,1994-08-01,1994-08-08,1994-08-29,4,0.6782201408129631,0.7171065353093581,5.971164464361768
event_ridge,1994-08-29,1994-09-05,1994-09-26,4,1.5208440112595651,1.561406650505453,11.70247282218076
event_ridge,1994-09-26,1994-10-03,1994-10-24,4,2.1949005163633863,2.2018092370348312,18.164106483276555
event_ridge,1994-10-24,1994-10-31,1994-11-21,4,1.6058080448510381,1.7997545450136216,13.010880152137096
event_ridge,1994-11-21,1994-11-28,1994-12-19,4,0.7221654851717103,0.7235862884165284,5.479709905704263
event_ridge,1994-12-19,1994-12-26,1995-01-16,4,1.4630693039253462,1.6428049839075902,12.758986632172313
event_ridge,1995-01-16,1995-01-23,1995-02-13,4,0.9957959067350548,1.2059539347776735,8.065594268718254
event_ridge,1995-02-13,1995-02-20,1995-03-13,4,0.18839124307894783,0.19216200449014403,1.396318837736142
event_ridge,1995-03-13,1995-03-20,1995-04-10,4,0.1460420268634306,0.15622115620344632,1.085842564606577
event_ridge,1995-04-10,1995-04-17,1995-05-08,4,1.023762914896285,1.3438132472517235,8.57438463260248
event_ridge,1995-05-08,1995-05-15,1995-06-05,4,0.8688508646517143,0.9539134499521724,7.28184077902878
event_ridge,1995-06-05,1995-06-12,1995-07-03,4,0.887407751267653,1.2320722548149137,7.121959729626899
event_ridge,1995-07-03,1995-07-10,1995-07-31,4,1.292046128707463,1.3228987775320564,11.258911423719304
event_ridge,1995-07-31,1995-08-07,1995-08-28,4,1.9710558251591594,1.998498366680273,15.693707874777967
event_ridge,1995-08-28,1995-09-04,1995-09-25,4,0.4236287049161893,0.4246610581976742,3.0894435219988643
event_ridge,1995-09-25,1995-10-02,1995-10-23,4,1.2512557830893662,1.3240524695287366,10.607101404632918
event_ridge,1995-10-23,1995-10-30,1995-11-20,4,1.3618346693135766,1.4917513367037876,10.426752666267555
event_ridge,1995-11-20,1995-11-27,1995-12-18,4,0.8100490304895307,0.8504363954024374,5.858609219472797
event_ridge,1995-12-18,1995-12-25,1996-01-15,4,1.096239790954563,1.2242612466705673,9.291364667196243
event_ridge,1996-01-15,1996-01-22,1996-02-12,4,0.9932436684169228,1.3938148998437034,7.574292120851171
event_ridge,1996-02-12,1996-02-19,1996-03-11,4,0.2886835918801487,0.2942092861823317,2.0748672209635592
event_ridge,1996-03-11,1996-03-18,1996-04-08,4,0.9503060201584153,1.1931414720590698,7.400806236601732
event_ridge,1996-04-08,1996-04-15,1996-05-06,4,1.0130958389329838,1.1287686783247708,7.961641932953472
event_ridge,1996-05-06,1996-05-13,1996-06-03,4,1.2981267172540876,1.332341163109004,9.529874771980221
event_ridge,1996-06-03,1996-06-10,1996-07-01,4,0.7354717224297924,0.8124894936214303,5.5300455995512
event_ridge,1996-07-01,1996-07-08,1996-07-29,4,0.04055068066052847,0.041126717363531566,0.3459703434704518
event_ridge,1996-07-29,1996-08-05,1996-08-26,4,1.6835961980897292,1.7471515394119683,12.29875844328992
event_ridge,1996-08-26,1996-09-02,1996-09-23,4,2.2557768304160297,2.2593356924985515,17.310668950157563
event_ridge,1996-09-23,1996-09-30,1996-10-21,4,2.3610353193119376,2.6774850733944118,17.750314351011916
