model,origin_time,forecast_time,horizon_step,y_true,y_pred,abs_error,squared_error,sMAPE_point,is_new_year_fitness,is_back_to_school,is_exam_season,is_q4_holiday_electronics
time_regression,2011-05-16,2011-05-30,2,12.540000000000001,19.955556381176848,7.415556381176847,54.99047644241266,0.45640433382284423,False,False,True,False
time_regression,2011-05-16,2011-06-06,3,15.2,19.947183461364602,4.747183461364603,22.535750815853614,0.2701316574389481,False,False,True,False
time_regression,2011-05-16,2011-06-13,4,15.2,19.95761037205898,4.757610372058981,22.63485645232319,0.2706446952287761,False,False,True,False
time_regression,2011-06-13,2011-06-20,1,15.2,23.18063305110809,7.980633051108089,63.69050389643881,0.41586771330639527,False,False,True,False
time_regression,2011-06-13,2011-06-27,2,15.2,23.188370190473506,7.988370190473507,63.81405830004574,0.4161869936565271,False,False,True,False
time_regression,2011-06-13,2011-07-04,3,15.4,23.188885784237073,7.788885784237072,60.66674175989035,0.40368544600055306,False,False,False,False
time_regression,2011-06-13,2011-07-11,4,15.4,23.19662292360249,7.79662292360249,60.787329012843834,0.40400544571140307,False,False,False,False
time_regression,2011-07-11,2011-07-18,1,15.4,24.586869660766524,9.186869660766524,84.39857416391243,0.4594943159444313,False,False,False,False
time_regression,2011-07-11,2011-07-25,2,15.4,24.593558076004456,9.193558076004456,84.52151009686675,0.45975194597754254,False,False,False,False
time_regression,2011-07-11,2011-08-01,3,12.2,24.59777684830169,12.397776848301692,153.70487078028543,0.6738329274299015,False,False,False,False
time_regression,2011-07-11,2011-08-08,4,12.2,24.604465263539623,12.404465263539624,153.87075847436114,0.6740739296015865,False,False,False,False
time_regression,2011-08-08,2011-08-15,1,12.2,21.49712269781071,9.29712269781071,86.4364904581471,0.5518051366691162,False,True,False,False
time_regression,2011-08-08,2011-08-22,2,12.2,21.506529851321602,9.306529851321603,86.61149787354009,0.5522093132916619,False,True,False,False
time_regression,2011-08-08,2011-08-29,3,12.2,21.515937004832722,9.315937004832723,86.78668227801168,0.5526132643739018,False,True,False,False
time_regression,2011-08-08,2011-09-05,4,14.975,21.51125079832218,6.536250798322181,42.72257449856735,0.3582856914760203,False,True,False,False
time_regression,2011-09-05,2011-09-12,1,14.975,24.44741210115717,9.47241210115717,89.7265910141488,0.48055974235422927,False,True,False,False
time_regression,2011-09-05,2011-09-19,2,14.975,24.454417004684046,9.479417004684047,89.85934674869307,0.4808296812279995,False,True,False,False
time_regression,2011-09-05,2011-09-26,3,14.975,24.46142190821115,9.48642190821115,89.99220062058849,0.4810995242058692,False,True,False,False
time_regression,2011-09-05,2011-10-03,4,12.28,24.465059885945948,12.185059885945948,148.47568442408908,0.6632216642872543,False,False,False,False
time_regression,2011-10-03,2011-10-10,1,12.28,22.125722442250208,9.845722442250208,96.93825040982941,0.5723305161678376,False,False,False,False
time_regression,2011-10-03,2011-10-17,2,12.28,22.13490612120995,9.854906121209952,97.11917465786138,0.5727114923109646,False,False,False,False
time_regression,2011-10-03,2011-10-24,3,12.28,22.14408980017015,9.86408980017015,97.3002675858208,0.5730922651800306,False,False,False,False
time_regression,2011-10-03,2011-10-31,4,12.28,22.15327347913012,9.873273479130122,97.48152919369421,0.5734728349376527,False,False,False,True
time_regression,2011-10-31,2011-11-07,1,15.425,22.8247569151672,7.399756915167199,54.75640240356478,0.386917853181596,False,False,False,True
time_regression,2011-10-31,2011-11-14,2,15.425,22.833342498962566,7.408342498962565,54.8835385819349,0.3872798461754298,False,False,False,True
time_regression,2011-10-31,2011-11-21,3,15.425,22.841928082757704,7.416928082757703,55.01082218479986,0.3876416767354587,False,False,False,True
time_regression,2011-10-31,2011-11-28,4,15.425,22.85051366655307,7.425513666553069,55.138253212166404,0.38800334497100847,False,False,False,True
time_regression,2011-11-28,2011-12-05,1,15.425,21.469747170858227,6.044747170858226,36.538968359598535,0.3276752185271916,False,False,False,True
time_regression,2011-11-28,2011-12-12,2,15.425,21.479966358121374,6.054966358121373,36.6626175979816,0.32813829441624226,False,False,False,True
time_regression,2011-11-28,2011-12-19,3,15.425,21.490185545384293,6.065185545384292,36.78647569993855,0.32860111391977853,False,False,False,True
time_regression,2011-11-28,2011-12-26,4,15.425,21.50040473264744,6.0754047326474385,36.91054266547489,0.32906367725068675,False,False,False,True
time_regression,2011-12-26,2012-01-02,1,12.66,22.52706299064971,9.86706299064971,97.35893206144921,0.5608347018488979,True,False,False,False
time_regression,2011-12-26,2012-01-09,2,12.66,22.537000654231633,9.877000654231633,97.5551419236921,0.5612410416024555,True,False,False,False
time_regression,2011-12-26,2012-01-16,3,12.66,22.54693831781401,9.88693831781401,97.75154930025893,0.5616471519655781,True,False,False,False
time_regression,2011-12-26,2012-01-23,4,12.66,22.556875981395933,9.896875981395933,97.9481541911317,0.5620530331324204,True,False,False,False
time_regression,2012-01-23,2012-01-30,1,12.66,22.392784535172268,9.732784535172268,94.72709480808847,0.5553216193370492,True,False,False,False
time_regression,2012-01-23,2012-02-06,2,15.55,22.394439839121787,6.844439839121787,46.846356711357465,0.3607611480438816,False,False,False,False
time_regression,2012-01-23,2012-02-13,3,15.55,22.404574578693428,6.854574578693427,46.98519265487017,0.3611988623127069,False,False,False,False
time_regression,2012-01-23,2012-02-20,4,15.55,22.41470931826484,6.86470931826484,47.12423402427212,0.36163634288448115,False,False,False,False
time_regression,2012-02-20,2012-02-27,1,15.55,23.9273756099235,8.3773756099235,70.18042210974114,0.4244140083018925,False,False,False,False
