model,origin_time,forecast_time,horizon_step,y_true,y_pred,abs_error,squared_error,sMAPE_point,is_new_year_fitness,is_back_to_school,is_exam_season,is_q4_holiday_electronics
event_ridge,1992-12-21,1992-12-28,1,8.35,7.974863555136154,0.3751364448638457,0.14072735226508512,0.04595890723335567,False,False,False,True
event_ridge,1992-12-21,1993-01-04,2,7.975,8.189132640685202,0.214132640685202,0.04585278780681782,0.026494788856932423,True,False,False,False
event_ridge,1992-12-21,1993-01-11,3,7.975,8.320126840522333,0.3451268405223331,0.11911253604892795,0.04235951568834431,True,False,False,False
event_ridge,1992-12-21,1993-01-18,4,7.975,8.398060428870528,0.42306042887052797,0.17898012647611505,0.05167762382706997,True,False,False,False
event_ridge,1993-01-18,1993-01-25,1,7.975,8.112161662588576,0.13716166258857676,0.01881332168406258,0.017052313573444396,True,False,False,False
event_ridge,1993-01-18,1993-02-01,2,7.775,8.270514549519728,0.4955145495197275,0.24553466878573849,0.06176362222482409,False,False,False,False
event_ridge,1993-01-18,1993-02-08,3,7.775,8.366445855681008,0.5914458556810072,0.34980820020223874,0.0732828844415876,False,False,False,False
event_ridge,1993-01-18,1993-02-15,4,7.775,8.422427743985674,0.6474277439856735,0.41916268368237874,0.07994204440591775,False,False,False,False
event_ridge,1993-02-15,1993-02-22,1,7.775,7.9968162781532754,0.2218162781532751,0.049202461253771104,0.02812818438172266,False,False,False,False
event_ridge,1993-02-15,1993-03-01,2,6.0600000000000005,7.999096475698834,1.9390964756988334,3.760095142067636,0.27584937325816977,False,False,False,False
event_ridge,1993-02-15,1993-03-08,3,6.0600000000000005,7.995843189915928,1.9358431899159276,3.747488855943874,0.2754503111282229,False,False,False,False
event_ridge,1993-02-15,1993-03-15,4,6.0600000000000005,7.9890302296779705,1.92903022967797,3.7211576270114417,0.27461400511516826,False,False,False,False
event_ridge,1993-03-15,1993-03-22,1,6.0600000000000005,6.57520072950585,0.5152007295058496,0.2654317916833596,0.08155006644298853,False,False,False,False
event_ridge,1993-03-15,1993-03-29,2,6.0600000000000005,6.910469870379087,0.8504698703790865,0.7232990004226202,0.13113940803660798,False,False,False,False
event_ridge,1993-03-15,1993-04-05,3,7.625,7.2649244601041865,0.36007553989581353,0.12965439443126162,0.048364992161054124,False,False,False,False
event_ridge,1993-03-15,1993-04-12,4,7.625,7.494684721583735,0.13031527841626467,0.016982071788708576,0.01723783012885663,False,False,False,False
event_ridge,1993-04-12,1993-04-19,1,7.625,7.72197958207758,0.09697958207758006,0.009405039339942089,0.012638262996170815,False,False,False,False
event_ridge,1993-04-12,1993-04-26,2,7.625,7.946782909806266,0.32178290980626567,0.1035442410433873,0.04132897455224915,False,False,True,False
event_ridge,1993-04-12,1993-05-03,3,5.96,8.196527824651602,2.236527824651602,5.002056710440826,0.3159712398907596,False,False,True,False
event_ridge,1993-04-12,1993-05-10,4,5.96,8.357417016851546,2.397417016851546,5.747608352689365,0.33489518591653716,False,False,True,False
event_ridge,1993-05-10,1993-05-17,1,5.96,6.7119609369844575,0.7519609369844575,0.5654452507505433,0.11868106928735551,False,False,True,False
event_ridge,1993-05-10,1993-05-24,2,5.96,7.216804968351365,1.2568049683513651,1.579558728472676,0.19076019890557916,False,False,True,False
event_ridge,1993-05-10,1993-05-31,3,5.96,7.338056031228034,1.3780560312280343,1.8990384252039612,0.20725676414536434,False,False,True,False
event_ridge,1993-05-10,1993-06-07,4,7.5,7.417329767724724,0.0826702322752757,0.006834367304448036,0.011083784237865654,False,False,True,False
event_ridge,1993-06-07,1993-06-14,1,7.5,7.503916010080937,0.003916010080937227,1.5335134954001985e-05,0.0005219984007249987,False,False,True,False
event_ridge,1993-06-07,1993-06-21,2,7.5,7.50409184664064,0.004091846640640107,1.6743208930517725e-05,0.0005454307641493485,False,False,True,False
event_ridge,1993-06-07,1993-06-28,3,7.5,7.50169941964779,0.001699419647789746,2.8880271392938247e-06,0.00022656361792771412,False,False,True,False
event_ridge,1993-06-07,1993-07-05,4,7.45,7.559868157099722,0.1098681570997222,0.012071011944489236,0.014639456649424886,False,False,False,False
event_ridge,1993-07-05,1993-07-12,1,7.45,7.518807109977476,0.06880710997747563,0.004734418383452427,0.009193399243098293,False,False,False,False
event_ridge,1993-07-05,1993-07-19,2,7.45,7.563502861054459,0.11350286105445839,0.012882899467547688,0.015120103829851555,False,False,False,False
event_ridge,1993-07-05,1993-07-26,3,7.45,7.5916373546329785,0.14163735463297833,0.020061140227428068,0.018832704351744337,False,False,False,False
event_ridge,1993-07-05,1993-08-02,4,5.92,7.5359553850579255,1.6159553850579256,2.6113118064977083,0.24018441482830008,False,False,False,False
event_ridge,1993-08-02,1993-08-09,1,5.92,6.471683411229671,0.5516834112296713,0.3043545862260067,0.08904091444584862,False,True,False,False
event_ridge,1993-08-02,1993-08-16,2,5.92,6.847297136212269,0.9272971362122693,0.8598799788274759,0.14526130727891473,False,True,False,False
event_ridge,1993-08-02,1993-08-23,3,5.92,7.101895628233622,1.1818956282336224,1.3968772760377488,0.18152435896830216,False,True,False,False
event_ridge,1993-08-02,1993-08-30,4,5.92,7.273318606509161,1.353318606509161,1.831471250723897,0.20515211477443998,False,True,False,False
event_ridge,1993-08-30,1993-09-06,1,7.375,6.402209221713779,0.9727907782862211,0.9463218983187117,0.1412173920902703,False,True,False,False
event_ridge,1993-08-30,1993-09-13,2,7.375,6.737676885459312,0.6373231145406884,0.40618075232784334,0.09031923847095802,False,True,False,False
