model,origin_time,start_forecast_time,end_forecast_time,n_points,MAE,RMSE,sMAPE
event_ridge,1992-12-21,1992-12-28,1993-01-18,4,0.31395530598052557,0.3567161875239252,7.4025073245526585
event_ridge,1993-01-18,1993-01-25,1993-02-15,4,0.2525087124890144,0.26355770918643173,5.5994356710769075
event_ridge,1993-02-15,1993-02-22,1993-03-15,4,0.49018085484719376,0.548022535084818,11.857711807845885
event_ridge,1993-03-15,1993-03-22,1993-04-12,4,0.2913535478337286,0.3296102427231899,6.8664762333851845
event_ridge,1993-04-12,1993-04-19,1993-05-10,4,0.3995243590872988,0.5239508296632769,9.434894028887395
event_ridge,1993-05-10,1993-05-17,1993-06-07,4,0.38526228461237855,0.40606633010300147,9.229242149885117
event_ridge,1993-06-07,1993-06-14,1993-07-05,4,0.33270543001184194,0.34498564673433796,7.252072683609782
event_ridge,1993-07-05,1993-07-12,1993-08-02,4,0.29983569420177814,0.31371735755118435,6.792797694711946
event_ridge,1993-08-02,1993-08-09,1993-08-30,4,0.22469261622298764,0.23330250692204646,5.616015864425689
event_ridge,1993-08-30,1993-09-06,1993-09-27,4,0.6217162014370194,0.6274532757834967,13.868430526569924
event_ridge,1993-09-27,1993-10-04,1993-10-25,4,0.4106084514678032,0.42612638046912965,8.919834828750128
event_ridge,1993-10-25,1993-11-01,1993-11-22,4,0.5264986887930372,0.5383949443719781,12.552134921444065
event_ridge,1993-11-22,1993-11-29,1993-12-20,4,0.6534645900760182,0.743737775417686,14.489354869013017
event_ridge,1993-12-20,1993-12-27,1994-01-17,4,0.48750957462156574,0.5160964830259267,11.453627367037715
event_ridge,1994-01-17,1994-01-24,1994-02-14,4,0.3399106890998199,0.41519708959918256,7.664219012306006
event_ridge,1994-02-14,1994-02-21,1994-03-14,4,0.29011985105882343,0.3185775091718762,6.216042161697774
event_ridge,1994-03-14,1994-03-21,1994-04-11,4,0.28702379326518157,0.29494340431087934,6.070566403047459
event_ridge,1994-04-11,1994-04-18,1994-05-09,4,0.3716673178574281,0.44355624960382706,8.463864586355148
event_ridge,1994-05-09,1994-05-16,1994-06-06,4,0.2941576644507182,0.34453510315533137,6.723293166130731
event_ridge,1994-06-06,1994-06-13,1994-07-04,4,0.2129272357588161,0.2230782065736455,4.383063296969158
event_ridge,1994-07-04,1994-07-11,1994-08-01,4,0.3020113971634726,0.34531820831963383,6.624899163753781
event_ridge,1994-08-01,1994-08-08,1994-08-29,4,0.23505583431542765,0.2507578530322447,5.71434522072464
event_ridge,1994-08-29,1994-09-05,1994-09-26,4,0.6158762919942704,0.6274934068870454,13.09114715754966
event_ridge,1994-09-26,1994-10-03,1994-10-24,4,0.662514828370701,0.6674855356106967,15.003078434965218
event_ridge,1994-10-24,1994-10-31,1994-11-21,4,0.6145532188005092,0.6840445928961154,13.265081421160106
event_ridge,1994-11-21,1994-11-28,1994-12-19,4,0.21626868403018595,0.21661592373113012,4.409814412931699
event_ridge,1994-12-19,1994-12-26,1995-01-16,4,0.2970194510029871,0.3413859908565158,6.86325764059931
event_ridge,1995-01-16,1995-01-23,1995-02-13,4,0.40082668335040705,0.5405917031256553,8.490754920555547
event_ridge,1995-02-13,1995-02-20,1995-03-13,4,0.16180987471688302,0.16473553944237,3.2197974597025123
event_ridge,1995-03-13,1995-03-20,1995-04-10,4,0.10027567102589474,0.10350335059185219,2.01440038269457
event_ridge,1995-04-10,1995-04-17,1995-05-08,4,0.45015549724236936,0.5910860885766926,10.328340054319339
event_ridge,1995-05-08,1995-05-15,1995-06-05,4,0.34608685109249715,0.35716735950564793,8.143525215901022
event_ridge,1995-06-05,1995-06-12,1995-07-03,4,0.21786146209167012,0.3280839733844677,4.756418893407428
event_ridge,1995-07-03,1995-07-10,1995-07-31,4,0.3255152874115763,0.33386861653718447,7.516052413380874
event_ridge,1995-07-31,1995-08-07,1995-08-28,4,0.8619937966454143,0.8665983652701835,18.094102700373973
event_ridge,1995-08-28,1995-09-04,1995-09-25,4,0.1323787572612971,0.14055048780856835,2.5955060174862985
event_ridge,1995-09-25,1995-10-02,1995-10-23,4,0.38815223001905874,0.4182736569604788,8.695201375158307
event_ridge,1995-10-23,1995-10-30,1995-11-20,4,0.4630604305696133,0.5051396699414978,9.40185311980225
event_ridge,1995-11-20,1995-11-27,1995-12-18,4,0.26574916417219163,0.2818727894974262,5.117965371379315
event_ridge,1995-12-18,1995-12-25,1996-01-15,4,0.28654572722750205,0.32916375538082054,6.266926290273642
event_ridge,1996-01-15,1996-01-22,1996-02-12,4,0.3891400235762319,0.5004729546018396,7.977300755142359
event_ridge,1996-02-12,1996-02-19,1996-03-11,4,0.18750337989092158,0.2059455313413136,3.5607415764530224
event_ridge,1996-03-11,1996-03-18,1996-04-08,4,0.36365978169281554,0.4153189172541256,7.384019957858548
event_ridge,1996-04-08,1996-04-15,1996-05-06,4,0.3775540813514522,0.4906708426757913,7.695623791773182
event_ridge,1996-05-06,1996-05-13,1996-06-03,4,0.651092991192292,0.6788863767650025,12.369609033629189
event_ridge,1996-06-03,1996-06-10,1996-07-01,4,0.44221258378792805,0.4548844970871749,8.385035294998342
event_ridge,1996-07-01,1996-07-08,1996-07-29,4,0.04284223076280691,0.04355769043272467,0.9515970697793528
event_ridge,1996-07-29,1996-08-05,1996-08-26,4,0.7076638210171371,0.727208451895166,13.544003504219784
event_ridge,1996-08-26,1996-09-02,1996-09-23,4,0.7432481307200265,0.7464549232414653,14.881057501621136
event_ridge,1996-09-23,1996-09-30,1996-10-21,4,0.7994524590755347,0.9089829173829449,15.776258607901426
